date,cash,positions_value,total_value,positions_count,daily_return
2024-09-05,43044.7092991026,22333.606071472168,65378.31537057477,6,-0.003564441337268409
2024-09-06,54938.675368772456,10196.701965332031,65135.37733410449,3,-0.003715880947578243
2024-09-09,56140.76565720696,9231.900360107422,65372.66601731438,3,0.0036430077313094333
2024-09-10,59771.233416647905,5800.102691650391,65571.3361082983,2,0.003039039144147715
2024-09-11,54866.89843102863,10711.27269744873,65578.17112847736,4,0.0001042379274958094
2024-09-12,59782.96049233845,5946.211166381836,65729.17165872028,2,0.00230260355914913
2024-09-13,57560.38822547114,7952.862213134766,65513.25043860591,3,-0.003285013558903205
2024-09-16,57354.99635113642,8319.375244140625,65674.37159527704,3,0.002459367465244666
2024-09-17,57382.73540845481,8339.851791381836,65722.58719983665,3,0.0007341616430946996
2024-09-18,57421.616311501166,8282.554321289062,65704.17063279022,3,-0.00028021670830502554
2024-09-19,49639.742559154605,16291.065153121948,65930.80771227655,5,0.0034493560652788524
2024-09-20,53017.91496027765,12830.01132774353,65847.92628802118,4,-0.001257097055705314
2024-09-23,56542.78908311526,9487.132564544678,66029.92164765994,3,0.0027638738210633562
2024-09-24,60470.38952261485,5971.085517883301,66441.47504049816,2,0.006232831761247448
2024-09-25,59543.0712617717,6972.254791259766,66515.32605303146,3,0.0011115197621407447
2024-09-26,59556.55063938067,7066.822158813477,66623.37279819415,3,0.0016243887172191496
2024-09-27,62210.04154836335,4362.820007324219,66572.86155568756,2,-0.0007581609934338429
2024-09-30,48425.63723322253,18256.712831497192,66682.35006471972,6,0.0016446417725424212
2024-10-01,45412.09036075523,21175.417568206787,66587.50792896202,6,-0.0014222974395121657
2024-10-02,40133.50551503985,26530.229133605957,66663.7346486458,7,0.001144760061678518
2024-10-03,37925.18517759982,28589.54377937317,66514.72895697299,7,-0.0022351836790744928
2024-10-04,42588.26813427027,24296.515687942505,66884.78382221278,6,0.005563502566163336
2024-10-07,38050.40224578034,28455.353435516357,66505.7556812967,7,-0.0056668814527917055
2024-10-08,33553.204004108964,32842.327434539795,66395.53143864876,8,-0.0016573639607395663
2024-10-09,33553.204004108964,32819.028060913086,66372.23206502205,8,-0.0003509177970544286
2024-10-10,37848.6638386165,28124.63938331604,65973.30322193254,7,-0.006010478036940103
2024-10-11,36637.58513334111,29506.38776397705,66143.97289731816,7,0.002586950585322212
2024-10-14,32296.620314865064,34083.60034370422,66380.22065856929,8,0.0035717201568445933
2024-10-15,36582.11799661904,29589.85020828247,66171.96820490151,7,-0.0031372666677162986
2024-10-16,36779.78679800521,29361.14049911499,66140.9272971202,7,-0.00046909452179499933
2024-10-17,45457.64612776631,20657.217945098877,66114.8640728652,5,-0.00039405592452501637
2024-10-18,36850.01845856547,29450.08274269104,66300.1012012565,7,0.002801747095587448
2024-10-21,32355.940589507765,33706.880084991455,66062.82067449922,8,-0.0035788863434311757
2024-10-22,36976.62450478225,29105.702963829037,66082.32746861129,7,0.00029527643405025117
2024-10-23,44316.50358661187,21669.335983276367,65985.83956988824,5,-0.0014601165306847852
2024-10-24,40877.73492588859,25007.099899291992,65884.83482518059,6,-0.0015307033352310873
2024-10-25,49505.93390267779,16307.719917297363,65813.65381997515,4,-0.0010803852721845697
2024-10-28,31782.482574385147,34139.53301239014,65922.01558677529,8,0.0016464937062534712
2024-10-29,36396.16273490761,29538.179718017578,65934.3424529252,7,0.00018699164520663558
2024-10-30,45234.19323216975,20885.81187438965,66120.0051065594,5,0.0028158717707205128
2024-10-31,46127.40053732697,19906.51410293579,66033.91464026275,5,-0.0013020335699900354
2024-11-01,47342.074569008386,18682.600898742676,66024.67546775106,5,-0.00013991556553971662
2024-11-04,38722.07580966088,27465.562286376953,66187.63809603783,7,0.002468207940929057
2024-11-05,34327.40398318031,32095.243606567383,66422.64758974769,8,0.0035506553862652
2024-11-06,50651.7293802358,16265.070133209229,66916.79951344503,4,0.007439509589401094
2024-11-07,40159.938283093354,27077.34504699707,67237.28333009043,6,0.004789287876522108
2024-11-08,38204.4947832077,28678.74481201172,66883.23959521942,6,-0.005265586551629231
2024-11-11,32976.44393085886,33656.73165893555,66633.17558979441,7,-0.003738814192291051
2024-11-12,38003.43908789212,28535.921936035156,66539.36102392728,6,-0.0014079257822660063
2024-11-13,33086.58618981203,33426.267486572266,66512.85367638429,7,-0.00039837093616612584
2024-11-14,28119.955257808728,38017.57290649414,66137.52816430287,8,-0.005642901955576041
2024-11-15,37536.09869914522,28207.86457824707,65743.9632773923,6,-0.0059507045067190845
2024-11-18,38557.24296925575,27442.736335754395,65999.97930501014,6,0.003894137421220689
2024-11-19,29542.276086165242,36261.937408447266,65804.21349461252,8,-0.0029661495724555564
2024-11-20,29542.276086165242,36303.86487579346,65846.1409619587,8,0.0006371547522503462
2024-11-21,34229.21409842459,32078.009185791016,66307.22328421561,7,0.007002419815662186
2024-11-22,39381.282589022114,27382.19733428955,66763.47992331166,6,0.00688094926159688
2024-11-25,30505.253556427804,36526.5871887207,67031.84074514851,8,0.004019575105208784
2024-11-26,39298.490494631886,27927.126754760742,67225.61724939263,6,0.0028908128150746393
2024-11-27,40166.82436864254,27335.254455566406,67502.07882420895,6,0.004112443829124013
2024-11-29,31357.25194186582,36281.40853881836,67638.66048068418,8,0.0020233696332658813
2024-12-02,31357.25194186582,36258.75028991699,67616.00223178281,8,-0.00033498961600275656
2024-12-03,40574.523940679996,26752.836868286133,67327.36080896613,6,-0.004268833017178952
2024-12-04,32279.328555014283,35210.30464172363,67489.63319673791,8,0.0024101997437893097
2024-12-05,36559.94866348247,30735.088256835938,67295.03692031841,7,-0.0028833506303439504
2024-12-06,36576.954076436,30930.204071044922,67507.15814748092,7,0.0031521080434753213
2024-12-09,41054.149163981296,26252.903686523438,67307.05285050473,6,-0.0029642085738379453
2024-12-10,36352.00507287675,30698.94569015503,67050.95076303178,7,-0.003804981448850109
2024-12-11,31919.75963724217,35081.307762145996,67001.06739938816,8,-0.0007439620628186816
2024-12-12,36122.119343575876,30550.843864440918,66672.9632080168,7,-0.004896999467419949
2024-12-13,35923.71170764583,30442.73777103424,66366.44947868006,7,-0.00459727173637714
2024-12-16,35771.22669070037,30288.4562292099,66059.68291991026,7,-0.004622313852549076
2024-12-17,31414.112122701634,34540.59067726135,65954.70279996298,8,-0.0015891708120149284
2024-12-18,44312.07071797751,21172.788588523865,65484.85930650138,5,-0.007123729977020932
2024-12-19,39635.0494808166,26195.282395362854,65830.33187617945,6,0.005275609863664599
2024-12-20,39937.40805872246,26451.728622436523,66389.13668115898,6,0.008488561261252414
2024-12-23,35345.034198822395,31333.56171989441,66678.5959187168,7,0.004360039187555342
2024-12-24,35762.005419578294,31166.5592212677,66928.56464084599,7,0.003748860015497346
2024-12-26,31271.988061701963,35507.221678733826,66779.20974043579,8,-0.0022315569026717386
2024-12-27,31271.988061701963,35334.44250392914,66606.4305656311,8,-0.002587319848142311
2024-12-30,31271.988061701963,34938.28366661072,66210.27172831268,8,-0.005947756604793075
2024-12-31,35512.963079249574,30791.84309577942,66304.80617502899,7,0.0014277912512461466
