regime,days,total_return_pct,avg_daily_return_pct,sharpe_ratio,max_drawdown_pct,trades_count,win_rate_pct
NEUTRAL_BEARISH,119,32.58020613404411,0.13792122307205676,5.860526533798695,-1.0662330056091134,87,71.26436781609196
NEUTRAL_BULLISH,97,23.408100099110584,0.13025269744289508,3.662251373778612,-3.1518321919950583,100,62.0
BEAR_WEAK,28,20.457810406101483,0.016002310304363037,0.7528793281712665,-0.8752964811190395,34,64.70588235294117
BULL_WEAK,8,1.0448836815593499,-0.056997394600100115,-1.9449977174587219,-1.6685839989144773,12,58.333333333333336
