setup_type,total_trades,win_rate,avg_win_pct,avg_loss_pct,avg_win_R,avg_loss_R,profit_factor,kelly_criterion,median_hold_days,tp1_hit_rate,tp2_hit_rate,tp3_hit_rate,stop_hit_rate
Unknown,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
