regime,days,total_return_pct,avg_daily_return_pct,sharpe_ratio,max_drawdown_pct,trades_count,win_rate_pct
BEAR_WEAK,302,26.246825947184725,0.042051731589276366,0.7685059260896612,-9.16593078021863,224,49.55357142857143
NEUTRAL_BULLISH,525,26.113490204917646,-0.011174591263051363,-0.3315512102070551,-8.665980340621966,574,49.47735191637631
BULL_WEAK,164,24.291356448997647,0.15418565080682495,3.3994490084608007,-4.161132414164395,174,50.57471264367817
NEUTRAL_BEARISH,397,16.50917253113826,-0.0454884168961738,-1.4102603718218039,-26.628673868314273,360,51.94444444444445
BEAR_STRONG,45,15.864889418701921,0.22300753549798422,2.150638395199118,-6.740841895734813,62,56.451612903225815
BULL_STRONG,4,6.050294014349,1.7722586602338386,18.399214730211213,0.0,8,62.5
CRISIS,32,-16.002107601437153,-0.35601347490410196,-2.2637574274739407,-17.51185606382637,106,44.339622641509436
