date,prev_regime,regime,score
2016-03-29,BULL_WEAK,BULL_STRONG,0.3737135852889051
2016-04-07,BULL_STRONG,BULL_WEAK,0.2915833439981761
2016-04-08,BULL_WEAK,BULL_STRONG,0.32984675996885565
2016-04-28,BULL_STRONG,BULL_WEAK,0.28856082566334706
2016-05-02,BULL_WEAK,BULL_STRONG,0.3296365404893364
2016-05-03,BULL_STRONG,NEUTRAL_BULLISH,0.13677487272422933
2016-05-06,NEUTRAL_BULLISH,BULL_WEAK,0.21128757152047747
2016-05-13,BULL_WEAK,NEUTRAL_BEARISH,0.04064326624607948
2016-05-16,NEUTRAL_BEARISH,BULL_WEAK,0.18233206767750818
2016-05-17,BULL_WEAK,NEUTRAL_BEARISH,0.025184559595769977
2016-05-18,NEUTRAL_BEARISH,NEUTRAL_BULLISH,0.07861704355645137
2016-05-24,NEUTRAL_BULLISH,BULL_STRONG,0.32409094828080753
2016-06-10,BULL_STRONG,BULL_WEAK,0.20923211119704427
2016-06-13,BULL_WEAK,BEAR_WEAK,-0.13890075525398426
2016-06-16,BEAR_WEAK,NEUTRAL_BEARISH,0.02974445977204289
2016-06-21,NEUTRAL_BEARISH,NEUTRAL_BULLISH,0.052024570943795936
2016-06-22,NEUTRAL_BULLISH,BEAR_WEAK,-0.16088275388420295
2016-06-23,BEAR_WEAK,NEUTRAL_BULLISH,0.13105668364656747
2016-06-24,NEUTRAL_BULLISH,BEAR_STRONG,-0.27023902531365024
2016-06-28,BEAR_STRONG,NEUTRAL_BEARISH,-0.06971464683199732
2016-06-30,NEUTRAL_BEARISH,NEUTRAL_BULLISH,0.09877687040470941
2016-07-01,NEUTRAL_BULLISH,BULL_WEAK,0.1757586056743137
2016-07-05,BULL_WEAK,NEUTRAL_BULLISH,0.09826323841459848
2016-07-06,NEUTRAL_BULLISH,BULL_WEAK,0.21669110670446523
2016-07-08,BULL_WEAK,BULL_STRONG,0.30314740342653995
2016-07-11,BULL_STRONG,BULL_WEAK,0.29650100520935485
2016-07-12,BULL_WEAK,BULL_STRONG,0.37378970946895973
2016-08-01,BULL_STRONG,BULL_WEAK,0.2613249029844805
2016-08-05,BULL_WEAK,BULL_STRONG,0.3095080042194712
2016-09-09,BULL_STRONG,NEUTRAL_BULLISH,0.11783173908872766
2016-09-15,NEUTRAL_BULLISH,BULL_WEAK,0.15853165015707926
2016-09-16,BULL_WEAK,NEUTRAL_BULLISH,0.13948629629902903
2016-09-21,NEUTRAL_BULLISH,BULL_WEAK,0.2570845596795745
2016-09-30,BULL_WEAK,BULL_STRONG,0.3307852858146129
2016-10-05,BULL_STRONG,BULL_WEAK,0.29702670329014935
2016-10-06,BULL_WEAK,BULL_STRONG,0.31355704793950273
2016-10-11,BULL_STRONG,BULL_WEAK,0.15340083854283795
2016-10-12,BULL_WEAK,NEUTRAL_BULLISH,0.13781722569094218
2016-10-19,NEUTRAL_BULLISH,BULL_WEAK,0.26152137492860655
2016-10-27,BULL_WEAK,NEUTRAL_BULLISH,0.09197803251502704
2016-11-01,NEUTRAL_BULLISH,NEUTRAL_BEARISH,0.02230401382215821
2016-11-03,NEUTRAL_BEARISH,BEAR_WEAK,-0.23607842090522774
2016-11-07,BEAR_WEAK,NEUTRAL_BULLISH,0.06988479736186362
2016-11-09,NEUTRAL_BULLISH,BULL_WEAK,0.2896946093565328
2016-11-15,BULL_WEAK,BULL_STRONG,0.3394789457391108
2017-01-17,BULL_STRONG,BULL_WEAK,0.28870217274154175
2017-01-18,BULL_WEAK,BULL_STRONG,0.3140310502696016
2017-01-23,BULL_STRONG,BULL_WEAK,0.26260077462986575
2017-01-25,BULL_WEAK,BULL_STRONG,0.3370293489342968
2017-02-06,BULL_STRONG,BULL_WEAK,0.2754702956702601
2017-02-15,BULL_WEAK,BULL_STRONG,0.3139877969010912
2017-03-07,BULL_STRONG,BULL_WEAK,0.28397349281534556
2017-03-15,BULL_WEAK,BULL_STRONG,0.31446428758162903
2017-03-21,BULL_STRONG,BULL_WEAK,0.19353102908971714
2017-04-11,BULL_WEAK,NEUTRAL_BULLISH,0.13947988001338327
2017-04-17,NEUTRAL_BULLISH,BULL_WEAK,0.17688403814809464
2017-04-19,BULL_WEAK,NEUTRAL_BULLISH,0.1486472649996831
2017-04-20,NEUTRAL_BULLISH,BULL_WEAK,0.1882424852833596
2017-05-02,BULL_WEAK,BULL_STRONG,0.305826606840463
2017-05-15,BULL_STRONG,BULL_WEAK,0.29101132326414597
2017-05-17,BULL_WEAK,NEUTRAL_BULLISH,0.08572574571205968
2017-05-18,NEUTRAL_BULLISH,BULL_WEAK,0.21908824341455707
2017-05-24,BULL_WEAK,BULL_STRONG,0.30145914443027644
2017-05-30,BULL_STRONG,BULL_WEAK,0.25786438470444073
2017-06-02,BULL_WEAK,BULL_STRONG,0.32154671646614774
2017-06-16,BULL_STRONG,BULL_WEAK,0.2931149072488296
2017-06-19,BULL_WEAK,BULL_STRONG,0.32841750756393184
2017-06-21,BULL_STRONG,BULL_WEAK,0.2829727105468033
2017-07-17,BULL_WEAK,BULL_STRONG,0.3514771992038479
2017-07-28,BULL_STRONG,BULL_WEAK,0.2960354613865641
2017-08-10,BULL_WEAK,NEUTRAL_BEARISH,0.023144066561245912
2017-08-14,NEUTRAL_BEARISH,BULL_WEAK,0.18446689895962126
2017-08-17,BULL_WEAK,NEUTRAL_BEARISH,0.027466344750888855
2017-08-18,NEUTRAL_BEARISH,NEUTRAL_BULLISH,0.10274554921974911
2017-08-22,NEUTRAL_BULLISH,BULL_WEAK,0.16520586897613346
2017-09-28,BULL_WEAK,BULL_STRONG,0.3094160997534584
2017-11-14,BULL_STRONG,BULL_WEAK,0.28325750469261407
2017-11-21,BULL_WEAK,BULL_STRONG,0.32002858861594596
2017-11-27,BULL_STRONG,BULL_WEAK,0.2938518516825025
2017-11-28,BULL_WEAK,BULL_STRONG,0.31756886116936484
2017-12-04,BULL_STRONG,BULL_WEAK,0.28304609441245526
2017-12-08,BULL_WEAK,BULL_STRONG,0.31991450159161045
2017-12-14,BULL_STRONG,BULL_WEAK,0.29055735216552275
2017-12-15,BULL_WEAK,BULL_STRONG,0.3200713055068861
2017-12-26,BULL_STRONG,BULL_WEAK,0.29521911444649773
2018-01-03,BULL_WEAK,BULL_STRONG,0.3095488067139824
2018-02-02,BULL_STRONG,BULL_WEAK,0.1708132831388887
2018-02-05,BULL_WEAK,BEAR_STRONG,-0.28802952678013416
2018-02-06,BEAR_STRONG,BEAR_WEAK,-0.1265573091707702
2018-02-08,BEAR_WEAK,BEAR_STRONG,-0.39723722772819436
2018-02-12,BEAR_STRONG,BEAR_WEAK,-0.21721484843252892
2018-02-14,BEAR_WEAK,NEUTRAL_BEARISH,0.023351356525215656
2018-02-15,NEUTRAL_BEARISH,NEUTRAL_BULLISH,0.0631859555664546
2018-02-20,NEUTRAL_BULLISH,BEAR_WEAK,-0.12312572536034135
2018-02-22,BEAR_WEAK,NEUTRAL_BULLISH,0.10252164514682309
2018-02-23,NEUTRAL_BULLISH,BULL_WEAK,0.16805491980324433
2018-03-01,BULL_WEAK,NEUTRAL_BEARISH,-0.017883090715308574
2018-03-02,NEUTRAL_BEARISH,BULL_WEAK,0.22002544767781107
2018-03-09,BULL_WEAK,BULL_STRONG,0.32672534476808807
2018-03-12,BULL_STRONG,BULL_WEAK,0.21467313143021638
2018-03-15,BULL_WEAK,NEUTRAL_BULLISH,0.12463367342081255
2018-03-22,NEUTRAL_BULLISH,BEAR_WEAK,-0.21206944509861742
2018-03-23,BEAR_WEAK,BEAR_STRONG,-0.31860457022977723
2018-03-26,BEAR_STRONG,BEAR_WEAK,-0.2353794165098124
2018-03-27,BEAR_WEAK,BEAR_STRONG,-0.33914149900678486
2018-03-29,BEAR_STRONG,BEAR_WEAK,-0.13523079585022293
2018-04-02,BEAR_WEAK,BEAR_STRONG,-0.3856762259450865
2018-04-04,BEAR_STRONG,BEAR_WEAK,-0.24583015131544184
2018-04-05,BEAR_WEAK,NEUTRAL_BEARISH,-0.015845689916167156
2018-04-06,NEUTRAL_BEARISH,BEAR_WEAK,-0.22710599409578616
2018-04-10,BEAR_WEAK,NEUTRAL_BEARISH,-0.0955320783296035
2018-04-12,NEUTRAL_BEARISH,BULL_WEAK,0.22899212997515075
2018-04-16,BULL_WEAK,NEUTRAL_BULLISH,0.14053769592786003
2018-04-17,NEUTRAL_BULLISH,BULL_WEAK,0.19263676036513835
2018-04-19,BULL_WEAK,NEUTRAL_BULLISH,0.14636925411727386
2018-04-24,NEUTRAL_BULLISH,NEUTRAL_BEARISH,0.03368771958114563
2018-04-26,NEUTRAL_BEARISH,NEUTRAL_BULLISH,0.12141847241895545
2018-05-04,NEUTRAL_BULLISH,BULL_WEAK,0.20200653149735423
2018-05-08,BULL_WEAK,NEUTRAL_BULLISH,0.1337714746517626
2018-05-09,NEUTRAL_BULLISH,BULL_WEAK,0.18522050620044267
2018-05-21,BULL_WEAK,BULL_STRONG,0.368946883439593
2018-05-29,BULL_STRONG,BULL_WEAK,0.18182899204092118
2018-05-30,BULL_WEAK,BULL_STRONG,0.31457263029544297
2018-05-31,BULL_STRONG,BULL_WEAK,0.19669275473025727
2018-06-01,BULL_WEAK,BULL_STRONG,0.3913434118036451
2018-06-25,BULL_STRONG,BULL_WEAK,0.16980736638876853
2018-06-27,BULL_WEAK,NEUTRAL_BULLISH,0.14006702701922713
2018-06-28,NEUTRAL_BULLISH,BULL_WEAK,0.15625296158082158
2018-07-03,BULL_WEAK,NEUTRAL_BULLISH,0.14117041850234552
2018-07-05,NEUTRAL_BULLISH,BULL_WEAK,0.26843114117409567
2018-07-09,BULL_WEAK,BULL_STRONG,0.3040509670533078
2018-07-10,BULL_STRONG,BULL_WEAK,0.2929593526635093
2018-07-12,BULL_WEAK,BULL_STRONG,0.333406874465314
2018-08-10,BULL_STRONG,BULL_WEAK,0.29571479593275757
2018-08-16,BULL_WEAK,BULL_STRONG,0.3058019509991163
2018-09-07,BULL_STRONG,BULL_WEAK,0.28941748142484575
2018-09-13,BULL_WEAK,BULL_STRONG,0.309705673578127
2018-09-17,BULL_STRONG,BULL_WEAK,0.25115569135199867
2018-09-26,BULL_WEAK,BULL_STRONG,0.3028368975718648
2018-10-01,BULL_STRONG,BULL_WEAK,0.2995572287022357
2018-10-08,BULL_WEAK,NEUTRAL_BULLISH,0.0827553626037218
2018-10-10,NEUTRAL_BULLISH,BEAR_STRONG,-0.2536656659511106
2018-10-16,BEAR_STRONG,NEUTRAL_BEARISH,-0.015700950352342632
2018-10-18,NEUTRAL_BEARISH,BEAR_STRONG,-0.2993035328864976
2018-10-19,BEAR_STRONG,BEAR_WEAK,-0.10697422920017834
2018-10-23,BEAR_WEAK,BEAR_STRONG,-0.34000123334758153
2018-11-01,BEAR_STRONG,NEUTRAL_BEARISH,-0.05080425030406882
2018-11-07,NEUTRAL_BEARISH,NEUTRAL_BULLISH,0.08029682926177868
2018-11-09,NEUTRAL_BULLISH,NEUTRAL_BEARISH,0.012085555854756128
2018-11-12,NEUTRAL_BEARISH,BEAR_STRONG,-0.2729504709772734
2018-11-13,BEAR_STRONG,BEAR_WEAK,-0.20908946891180136
2018-11-14,BEAR_WEAK,BEAR_STRONG,-0.28705258785773285
2018-11-15,BEAR_STRONG,NEUTRAL_BEARISH,-0.009838912954729637
2018-11-19,NEUTRAL_BEARISH,BEAR_STRONG,-0.30813723448860475
2018-11-26,BEAR_STRONG,BEAR_WEAK,-0.16915417981087416
2018-11-30,BEAR_WEAK,NEUTRAL_BEARISH,-0.09627033071127658
2018-12-04,NEUTRAL_BEARISH,BEAR_STRONG,-0.29182071155413186
2018-12-10,BEAR_STRONG,BEAR_WEAK,-0.20340556497527473
2018-12-14,BEAR_WEAK,BEAR_STRONG,-0.260968526760246
2018-12-20,BEAR_STRONG,CRISIS,-0.5458877360774801
2018-12-27,CRISIS,BEAR_STRONG,-0.39983284691760174
2019-01-08,BEAR_STRONG,BEAR_WEAK,-0.19698079330573443
2019-01-09,BEAR_WEAK,NEUTRAL_BULLISH,0.06713824736154762
2019-01-11,NEUTRAL_BULLISH,BULL_WEAK,0.16657849415347126
2019-01-15,BULL_WEAK,NEUTRAL_BULLISH,0.14620229947715496
2019-01-17,NEUTRAL_BULLISH,BULL_WEAK,0.1848781512221473
2019-01-22,BULL_WEAK,NEUTRAL_BEARISH,0.02542221926403871
2019-01-23,NEUTRAL_BEARISH,BULL_WEAK,0.28973260342600476
2019-01-28,BULL_WEAK,NEUTRAL_BULLISH,0.08254883994207529
2019-01-29,NEUTRAL_BULLISH,NEUTRAL_BEARISH,0.03955100314274986
2019-01-30,NEUTRAL_BEARISH,NEUTRAL_BULLISH,0.09899023268988033
2019-02-04,NEUTRAL_BULLISH,BULL_WEAK,0.22986962305253253
2019-02-12,BULL_WEAK,BULL_STRONG,0.3115302953586954
2019-02-14,BULL_STRONG,BULL_WEAK,0.2900680674935572
2019-02-15,BULL_WEAK,BULL_STRONG,0.4591160704699996
2019-03-08,BULL_STRONG,BULL_WEAK,0.25956710112824755
2019-03-11,BULL_WEAK,BULL_STRONG,0.3826086020235413
2019-03-22,BULL_STRONG,BULL_WEAK,0.18552935509537152
2019-03-26,BULL_WEAK,BULL_STRONG,0.3504215250347827
2019-03-27,BULL_STRONG,BULL_WEAK,0.24850339834342788
2019-03-28,BULL_WEAK,BULL_STRONG,0.3845832692238649
2019-05-06,BULL_STRONG,BULL_WEAK,0.27876959227419146
2019-05-13,BULL_WEAK,BEAR_WEAK,-0.20539522844442376
2019-05-14,BEAR_WEAK,NEUTRAL_BEARISH,0.03549079347434818
2019-05-15,NEUTRAL_BEARISH,NEUTRAL_BULLISH,0.06363515283688738
2019-05-20,NEUTRAL_BULLISH,NEUTRAL_BEARISH,0.006900914420013457
2019-05-21,NEUTRAL_BEARISH,BULL_WEAK,0.21129649657618013
2019-05-23,BULL_WEAK,NEUTRAL_BEARISH,-0.0005065912480857106
2019-05-31,NEUTRAL_BEARISH,BEAR_WEAK,-0.12704707066427887
2019-06-04,BEAR_WEAK,NEUTRAL_BEARISH,-0.05855309052074549
2019-06-12,NEUTRAL_BEARISH,NEUTRAL_BULLISH,0.0662645206132577
2019-06-18,NEUTRAL_BULLISH,BULL_WEAK,0.15544845422592174
2019-06-20,BULL_WEAK,BULL_STRONG,0.32980073193387693
2019-06-21,BULL_STRONG,BULL_WEAK,0.21349295323925152
2019-06-24,BULL_WEAK,NEUTRAL_BULLISH,0.13882070950190567
2019-07-01,NEUTRAL_BULLISH,BULL_WEAK,0.23910645548986484
2019-07-12,BULL_WEAK,BULL_STRONG,0.34443874723997286
2019-07-17,BULL_STRONG,BULL_WEAK,0.27593207488173066
2019-07-23,BULL_WEAK,BULL_STRONG,0.3107296101984034
2019-07-31,BULL_STRONG,BULL_WEAK,0.24594396247641398
2019-08-05,BULL_WEAK,BEAR_STRONG,-0.26702602835685474
2019-08-06,BEAR_STRONG,BEAR_WEAK,-0.22306635007981607
2019-08-07,BEAR_WEAK,NEUTRAL_BEARISH,-0.02383598997467702
2019-08-08,NEUTRAL_BEARISH,NEUTRAL_BULLISH,0.05676456658403087
2019-08-09,NEUTRAL_BULLISH,NEUTRAL_BEARISH,0.007728304840533079
2019-08-12,NEUTRAL_BEARISH,BEAR_STRONG,-0.28631930981453746
2019-08-13,BEAR_STRONG,NEUTRAL_BEARISH,-0.022749101225263413
2019-08-14,NEUTRAL_BEARISH,BEAR_STRONG,-0.33347640910222315
2019-08-16,BEAR_STRONG,NEUTRAL_BEARISH,-0.0866272308709739
2019-08-23,NEUTRAL_BEARISH,BEAR_WEAK,-0.10027198581454536
2019-08-26,BEAR_WEAK,NEUTRAL_BEARISH,0.006461512887654522
2019-08-27,NEUTRAL_BEARISH,BEAR_WEAK,-0.2299009272337074
2019-08-28,BEAR_WEAK,NEUTRAL_BEARISH,-0.03823919148350773
2019-09-04,NEUTRAL_BEARISH,NEUTRAL_BULLISH,0.05970119670743017
2019-09-11,NEUTRAL_BULLISH,BULL_WEAK,0.22567187564935764
2019-09-12,BULL_WEAK,BULL_STRONG,0.307427742377286
2019-09-18,BULL_STRONG,BULL_WEAK,0.28023207613730944
2019-09-20,BULL_WEAK,NEUTRAL_BULLISH,0.13346876994300602
2019-09-23,NEUTRAL_BULLISH,BULL_WEAK,0.2338418556702791
2019-09-24,BULL_WEAK,NEUTRAL_BEARISH,0.04572696703604071
2019-09-25,NEUTRAL_BEARISH,NEUTRAL_BULLISH,0.05326023959854502
2019-09-26,NEUTRAL_BULLISH,NEUTRAL_BEARISH,0.03254848587695224
2019-09-30,NEUTRAL_BEARISH,NEUTRAL_BULLISH,0.07810913273625841
2019-10-01,NEUTRAL_BULLISH,NEUTRAL_BEARISH,0.03228764827104708
2019-10-02,NEUTRAL_BEARISH,BEAR_WEAK,-0.2452317781223476
2019-10-03,BEAR_WEAK,NEUTRAL_BEARISH,-0.02914872333982578
2019-10-04,NEUTRAL_BEARISH,NEUTRAL_BULLISH,0.09297767370923657
2019-10-07,NEUTRAL_BULLISH,NEUTRAL_BEARISH,0.03614897471366508
2019-10-08,NEUTRAL_BEARISH,BEAR_WEAK,-0.2147986454880845
2019-10-09,BEAR_WEAK,NEUTRAL_BEARISH,0.024897290079776795
2019-10-10,NEUTRAL_BEARISH,NEUTRAL_BULLISH,0.07849723441658997
2019-10-11,NEUTRAL_BULLISH,BULL_WEAK,0.17190867152507772
2019-10-14,BULL_WEAK,BULL_STRONG,0.3268569874076443
2019-10-18,BULL_STRONG,BULL_WEAK,0.29950936397779065
2019-10-21,BULL_WEAK,BULL_STRONG,0.34052694028956837
2019-12-03,BULL_STRONG,BULL_WEAK,0.22647036899130737
2019-12-04,BULL_WEAK,BULL_STRONG,0.3620815314889589
2019-12-09,BULL_STRONG,BULL_WEAK,0.2975475724314428
2019-12-11,BULL_WEAK,BULL_STRONG,0.3832877828694191
2020-01-07,BULL_STRONG,BULL_WEAK,0.2855621990240975
2020-01-08,BULL_WEAK,BULL_STRONG,0.3097324239044055
2020-01-27,BULL_STRONG,NEUTRAL_BULLISH,0.11961794847037925
2020-01-28,NEUTRAL_BULLISH,BULL_WEAK,0.18133753619828105
2020-01-31,BULL_WEAK,NEUTRAL_BULLISH,0.10866019904851172
2020-02-04,NEUTRAL_BULLISH,BULL_WEAK,0.19482084226720411
2020-02-06,BULL_WEAK,BULL_STRONG,0.3140676549392043
2020-02-07,BULL_STRONG,BULL_WEAK,0.18734860494418296
2020-02-12,BULL_WEAK,BULL_STRONG,0.3505014837427665
2020-02-20,BULL_STRONG,BULL_WEAK,0.2632665480518195
2020-02-24,BULL_WEAK,BEAR_WEAK,-0.2285416972208843
2020-02-25,BEAR_WEAK,BEAR_STRONG,-0.34950196374873654
2020-02-27,BEAR_STRONG,CRISIS,-0.6160505528214578
2020-03-02,CRISIS,BEAR_STRONG,-0.48876960411797765
2020-03-03,BEAR_STRONG,CRISIS,-0.5859006647238232
2020-03-04,CRISIS,BEAR_STRONG,-0.4568513499039737
2020-03-05,BEAR_STRONG,CRISIS,-0.5893255886108122
2020-04-06,CRISIS,BEAR_STRONG,-0.4586159754967247
2020-04-09,BEAR_STRONG,BEAR_WEAK,-0.2437916422920111
2020-04-14,BEAR_WEAK,BEAR_STRONG,-0.25808203466263113
2020-04-24,BEAR_STRONG,BEAR_WEAK,-0.23328841843899883
