date,cash,position_value,total_value,num_positions,sector_exposure,daily_return
2015-01-02,33358.812688791775,66142.13290119171,99500.94558998349,15,"{'Communication Services': 1, 'Industrials': 5, 'Health Care': 3, 'Information Technology': 3, 'Consumer Discretionary': 2, 'Technology': 1}",
2015-01-05,45774.12946254699,53053.028396606445,98827.15785915343,12,"{'Communication Services': 1, 'Industrials': 4, 'Health Care': 3, 'Consumer Discretionary': 1, 'Information Technology': 2, 'Technology': 1}",-0.006771671634222987
2015-01-06,76084.37413467512,21682.75112915039,97767.12526382551,5,"{'Communication Services': 1, 'Industrials': 2, 'Health Care': 1, 'Consumer Discretionary': 1}",-0.010726126484773113
2015-01-07,36491.42409233225,61709.30233001709,98200.72642234934,14,"{'Communication Services': 1, 'Industrials': 2, 'Consumer Discretionary': 2, 'Real Estate': 9}",0.0044350404837387725
2015-01-08,32071.457885108543,66818.31353712082,98889.77142222936,15,"{'Communication Services': 1, 'Industrials': 2, 'Consumer Discretionary': 2, 'Real Estate': 9, 'Information Technology': 1}",0.0070166996211058485
2015-01-09,32071.457885108543,66540.7669248581,98612.22480996663,15,"{'Communication Services': 1, 'Industrials': 2, 'Consumer Discretionary': 2, 'Real Estate': 9, 'Information Technology': 1}",-0.002806626087522135
2015-01-12,32071.457885108543,66790.9759144783,98862.43379958684,15,"{'Communication Services': 1, 'Industrials': 2, 'Consumer Discretionary': 2, 'Real Estate': 9, 'Information Technology': 1}",0.0025373019430641186
2015-01-13,62162.28706534052,36751.91401672363,98914.20108206416,8,{'Real Estate': 8},0.0005236294564856525
2015-01-14,55181.06709164055,44265.68714046478,99446.75423210533,10,"{'Real Estate': 8, 'Energy': 1, 'Information Technology': 1}",0.005383990814416428
2015-01-15,55181.06709164055,44292.7191529274,99473.78624456795,10,"{'Real Estate': 8, 'Energy': 1, 'Information Technology': 1}",0.0002718239792875998
2015-01-16,55181.06709164055,45001.314403533936,100182.38149517449,10,"{'Real Estate': 8, 'Energy': 1, 'Information Technology': 1}",0.007123437011479217
2015-01-20,32704.40023200088,67284.8618490696,99989.26208107048,15,"{'Real Estate': 8, 'Energy': 1, 'Information Technology': 2, 'Consumer Discretionary': 2, 'Health Care': 2}",-0.0019276784123294366
2015-01-21,37040.08423038127,63637.60890126228,100677.69313164355,14,"{'Real Estate': 8, 'Energy': 1, 'Information Technology': 2, 'Consumer Discretionary': 2, 'Health Care': 1}",0.006885049816798272
2015-01-22,64451.71977881321,38421.26092147827,102872.98070029149,8,"{'Real Estate': 4, 'Consumer Discretionary': 2, 'Information Technology': 1, 'Health Care': 1}",0.021805103994361863
2015-01-23,57458.20502398986,45578.96431350708,103037.16933749695,10,"{'Real Estate': 4, 'Consumer Discretionary': 2, 'Information Technology': 1, 'Health Care': 1, 'Materials': 1, 'Energy': 1}",0.0015960326617132647
2015-01-26,13248.385941662298,90440.35306167603,103688.73900333833,18,"{'Real Estate': 4, 'Consumer Discretionary': 2, 'Information Technology': 2, 'Health Care': 2, 'Materials': 1, 'Energy': 2, 'Industrials': 4, 'Technology': 1}",0.006323637091651513
2015-01-27,13248.385941662298,90102.59669113159,103350.9826327939,18,"{'Real Estate': 4, 'Consumer Discretionary': 2, 'Information Technology': 2, 'Health Care': 2, 'Materials': 1, 'Energy': 2, 'Industrials': 4, 'Technology': 1}",-0.0032574064820438675
2015-01-28,58769.44019328736,43482.52245235443,102251.96264564179,8,"{'Energy': 1, 'Industrials': 4, 'Information Technology': 1, 'Health Care': 1, 'Technology': 1}",-0.010633861035041381
2015-01-29,62509.51582815001,40589.12081718445,103098.63664533445,8,"{'Energy': 1, 'Industrials': 4, 'Information Technology': 1, 'Consumer Discretionary': 2}",0.008280271378524384
2015-01-30,78935.49303865973,23476.153470039368,102411.6465086991,5,"{'Information Technology': 1, 'Industrials': 2, 'Consumer Discretionary': 2}",-0.006663426006287998
2015-02-02,39446.05585249237,63386.250886917114,102832.30673940948,14,"{'Information Technology': 2, 'Industrials': 1, 'Consumer Discretionary': 2, 'Materials': 2, 'Energy': 2, 'Health Care': 2, 'Retailing': 1, 'Consumer Staples': 1, 'Communication Services': 1}",0.004107542892347382
2015-02-03,17557.146615249272,86280.89085578918,103838.03747103846,18,"{'Information Technology': 4, 'Industrials': 1, 'Consumer Discretionary': 2, 'Materials': 2, 'Energy': 2, 'Health Care': 2, 'Retailing': 1, 'Consumer Staples': 1, 'Communication Services': 1, 'Aerospace and defense': 1, 'Real Estate': 1}",0.009780299241731738
2015-02-04,17557.146615249272,86143.75392246246,103700.90053771174,18,"{'Information Technology': 4, 'Industrials': 1, 'Consumer Discretionary': 2, 'Materials': 2, 'Energy': 2, 'Health Care': 2, 'Retailing': 1, 'Consumer Staples': 1, 'Communication Services': 1, 'Aerospace and defense': 1, 'Real Estate': 1}",-0.0013206810978584338
2015-02-05,17557.146615249272,87077.56406784058,104634.71068308986,18,"{'Information Technology': 4, 'Industrials': 1, 'Consumer Discretionary': 2, 'Materials': 2, 'Energy': 2, 'Health Care': 2, 'Retailing': 1, 'Consumer Staples': 1, 'Communication Services': 1, 'Aerospace and defense': 1, 'Real Estate': 1}",0.009004841236055938
2015-02-06,17557.146615249272,87205.69480037689,104762.84141562617,18,"{'Information Technology': 4, 'Industrials': 1, 'Consumer Discretionary': 2, 'Materials': 2, 'Energy': 2, 'Health Care': 2, 'Retailing': 1, 'Consumer Staples': 1, 'Communication Services': 1, 'Aerospace and defense': 1, 'Real Estate': 1}",0.0012245528438874498
2015-02-09,17557.146615249272,86582.10950946808,104139.25612471736,18,"{'Information Technology': 4, 'Industrials': 1, 'Consumer Discretionary': 2, 'Materials': 2, 'Energy': 2, 'Health Care': 2, 'Retailing': 1, 'Consumer Staples': 1, 'Communication Services': 1, 'Aerospace and defense': 1, 'Real Estate': 1}",-0.005952351830883051
2015-02-10,17557.146615249272,87452.94617271423,105010.09278796351,18,"{'Information Technology': 4, 'Industrials': 1, 'Consumer Discretionary': 2, 'Materials': 2, 'Energy': 2, 'Health Care': 2, 'Retailing': 1, 'Consumer Staples': 1, 'Communication Services': 1, 'Aerospace and defense': 1, 'Real Estate': 1}",0.008362232415058068
2015-02-11,17557.146615249272,88110.89376354218,105668.04037879145,18,"{'Information Technology': 4, 'Industrials': 1, 'Consumer Discretionary': 2, 'Materials': 2, 'Energy': 2, 'Health Care': 2, 'Retailing': 1, 'Consumer Staples': 1, 'Communication Services': 1, 'Aerospace and defense': 1, 'Real Estate': 1}",0.006265565274344409
2015-02-12,22831.41591359838,83928.9315443039,106760.34745790227,17,"{'Information Technology': 4, 'Consumer Discretionary': 2, 'Materials': 2, 'Energy': 2, 'Health Care': 2, 'Retailing': 1, 'Consumer Staples': 1, 'Communication Services': 1, 'Aerospace and defense': 1, 'Real Estate': 1}",0.01033715658202028
2015-02-13,10757.756974079923,97380.63776016235,108138.39473424228,18,"{'Information Technology': 4, 'Materials': 3, 'Energy': 3, 'Health Care': 2, 'Retailing': 1, 'Consumer Staples': 1, 'Communication Services': 1, 'Aerospace and defense': 1, 'Real Estate': 1, 'Industrials': 1}",0.012907856794709183
2015-02-17,36572.523200719486,71070.12687969208,107642.65008041156,13,"{'Information Technology': 2, 'Materials': 3, 'Energy': 3, 'Health Care': 2, 'Consumer Staples': 1, 'Aerospace and defense': 1, 'Industrials': 1}",-0.004584353735313296
2015-02-18,4305.440717254974,103208.19063186646,107513.63134912142,18,"{'Information Technology': 3, 'Materials': 3, 'Energy': 3, 'Health Care': 3, 'Consumer Staples': 1, 'Aerospace and defense': 1, 'Industrials': 1, 'Communication Services': 1, 'Consumer Discretionary': 1, 'Technology': 1}",-0.001198583750899429
2015-02-19,28452.631596702093,81904.14176273346,110356.77335943555,14,"{'Information Technology': 1, 'Materials': 2, 'Energy': 3, 'Health Care': 2, 'Consumer Staples': 1, 'Aerospace and defense': 1, 'Industrials': 1, 'Communication Services': 1, 'Consumer Discretionary': 1, 'Technology': 1}",0.026444479408213706
2015-02-20,7499.779986268928,102955.78207683563,110455.56206310456,17,"{'Information Technology': 3, 'Materials': 2, 'Energy': 3, 'Consumer Staples': 1, 'Aerospace and defense': 1, 'Industrials': 2, 'Communication Services': 1, 'Health Care': 1, 'Consumer Discretionary': 2, 'Technology': 1}",0.0008951757165576169
2015-02-23,13629.442218869204,97373.44504642487,111002.88726529406,16,"{'Information Technology': 2, 'Materials': 2, 'Energy': 3, 'Consumer Staples': 1, 'Aerospace and defense': 1, 'Industrials': 2, 'Communication Services': 1, 'Health Care': 1, 'Consumer Discretionary': 2, 'Technology': 1}",0.004955161985204626
2015-02-24,815.0626284744503,111029.99968004227,111845.06230851672,18,"{'Information Technology': 2, 'Materials': 2, 'Energy': 3, 'Consumer Staples': 1, 'Aerospace and defense': 1, 'Industrials': 2, 'Communication Services': 1, 'Health Care': 2, 'Consumer Discretionary': 2, 'Technology': 1, 'Information technology': 1}",0.007586965203975948
2015-02-25,815.0626284744503,111601.80238437653,112416.86501285098,18,"{'Information Technology': 2, 'Materials': 2, 'Energy': 3, 'Consumer Staples': 1, 'Aerospace and defense': 1, 'Industrials': 2, 'Communication Services': 1, 'Health Care': 2, 'Consumer Discretionary': 2, 'Technology': 1, 'Information technology': 1}",0.0051124537152742455
2015-02-26,815.0626284744503,111746.56591033936,112561.6285388138,18,"{'Information Technology': 2, 'Materials': 2, 'Energy': 3, 'Consumer Staples': 1, 'Aerospace and defense': 1, 'Industrials': 2, 'Communication Services': 1, 'Health Care': 2, 'Consumer Discretionary': 2, 'Technology': 1, 'Information technology': 1}",0.0012877385074407943
2015-02-27,815.0626284744503,110986.62487649918,111801.68750497363,18,"{'Information Technology': 2, 'Materials': 2, 'Energy': 3, 'Consumer Staples': 1, 'Aerospace and defense': 1, 'Industrials': 2, 'Communication Services': 1, 'Health Care': 2, 'Consumer Discretionary': 2, 'Technology': 1, 'Information technology': 1}",-0.006751332969370916
2015-03-02,815.0626284744503,111563.10959815979,112378.17222663424,18,"{'Information Technology': 2, 'Materials': 2, 'Energy': 3, 'Consumer Staples': 1, 'Aerospace and defense': 1, 'Industrials': 2, 'Communication Services': 1, 'Health Care': 2, 'Consumer Discretionary': 2, 'Technology': 1, 'Information technology': 1}",0.005156315029994252
2015-03-03,815.0626284744503,110997.78771352768,111812.85034200213,18,"{'Information Technology': 2, 'Materials': 2, 'Energy': 3, 'Consumer Staples': 1, 'Aerospace and defense': 1, 'Industrials': 2, 'Communication Services': 1, 'Health Care': 2, 'Consumer Discretionary': 2, 'Technology': 1, 'Information technology': 1}",-0.005030531049143749
2015-03-04,815.0626284744503,110439.31953191757,111254.38216039202,18,"{'Information Technology': 2, 'Materials': 2, 'Energy': 3, 'Consumer Staples': 1, 'Aerospace and defense': 1, 'Industrials': 2, 'Communication Services': 1, 'Health Care': 2, 'Consumer Discretionary': 2, 'Technology': 1, 'Information technology': 1}",-0.004994669037609922
2015-03-05,815.0626284744503,110854.6465291977,111669.70915767214,18,"{'Information Technology': 2, 'Materials': 2, 'Energy': 3, 'Consumer Staples': 1, 'Aerospace and defense': 1, 'Industrials': 2, 'Communication Services': 1, 'Health Care': 2, 'Consumer Discretionary': 2, 'Technology': 1, 'Information technology': 1}",0.003733129331313423
2015-03-06,13364.39815462747,96650.76584815979,110015.16400278726,16,"{'Information Technology': 2, 'Materials': 2, 'Energy': 3, 'Consumer Staples': 1, 'Aerospace and defense': 1, 'Industrials': 2, 'Communication Services': 1, 'Health Care': 2, 'Consumer Discretionary': 1, 'Information technology': 1}",-0.014816418591623082
2015-03-09,8536.05514010278,101616.67767524719,110152.73281534997,17,"{'Information Technology': 2, 'Materials': 2, 'Energy': 3, 'Consumer Staples': 1, 'Aerospace and defense': 1, 'Communication Services': 1, 'Health Care': 2, 'Consumer Discretionary': 1, 'Industrials': 1, 'Information technology': 1, 'Technology': 2}",0.001250453188064382
2015-03-10,15692.995119656003,91782.29117202759,107475.28629168359,16,"{'Information Technology': 1, 'Materials': 2, 'Energy': 3, 'Consumer Staples': 1, 'Aerospace and defense': 1, 'Communication Services': 1, 'Health Care': 2, 'Consumer Discretionary': 1, 'Industrials': 1, 'Information technology': 1, 'Technology': 2}",-0.0243066736088573
2015-03-11,15692.995119656003,91963.64133262634,107656.63645228234,16,"{'Information Technology': 1, 'Materials': 2, 'Energy': 3, 'Consumer Staples': 1, 'Aerospace and defense': 1, 'Communication Services': 1, 'Health Care': 2, 'Consumer Discretionary': 1, 'Industrials': 1, 'Information technology': 1, 'Technology': 2}",0.0016873661551044528
2015-03-12,10999.639466033717,99222.51910209656,110222.15856813028,17,"{'Information Technology': 2, 'Materials': 2, 'Energy': 3, 'Aerospace and defense': 1, 'Communication Services': 1, 'Health Care': 3, 'Consumer Discretionary': 1, 'Industrials': 1, 'Information technology': 1, 'Technology': 2}",0.023830598840834938
2015-03-13,16618.944520111774,93418.28673934937,110037.23125946114,16,"{'Information Technology': 2, 'Materials': 2, 'Energy': 3, 'Aerospace and defense': 1, 'Communication Services': 1, 'Health Care': 4, 'Industrials': 1, 'Information technology': 1, 'Technology': 1}",-0.0016777688903164556
2015-03-16,13589.979346251446,99164.88925743103,112754.86860368248,17,"{'Materials': 2, 'Energy': 3, 'Aerospace and defense': 1, 'Communication Services': 1, 'Health Care': 4, 'Industrials': 1, 'Information technology': 1, 'Technology': 1, 'Information Technology': 2, 'Consumer Discretionary': 1}",0.02469743479653097
2015-03-17,8171.74281495483,104963.10274028778,113134.84555524262,18,"{'Materials': 2, 'Energy': 3, 'Aerospace and defense': 1, 'Communication Services': 1, 'Health Care': 4, 'Industrials': 2, 'Information technology': 1, 'Technology': 1, 'Information Technology': 2, 'Consumer Discretionary': 1}",0.0033699383118941384
2015-03-18,1757.2475956880426,112845.52048397064,114602.76807965868,19,"{'Materials': 2, 'Energy': 3, 'Aerospace and defense': 1, 'Communication Services': 1, 'Health Care': 4, 'Industrials': 2, 'Information technology': 1, 'Technology': 1, 'Information Technology': 3, 'Consumer Discretionary': 1}",0.012974981467573476
2015-03-19,8764.754336803067,105584.70749664307,114349.46183344614,18,"{'Materials': 2, 'Energy': 3, 'Aerospace and defense': 1, 'Communication Services': 1, 'Industrials': 2, 'Information technology': 1, 'Health Care': 3, 'Technology': 1, 'Information Technology': 3, 'Consumer Discretionary': 1}",-0.002210297800455119
2015-03-20,2205.515725653636,112623.60562229156,114829.1213479452,19,"{'Materials': 2, 'Energy': 3, 'Aerospace and defense': 1, 'Communication Services': 1, 'Industrials': 2, 'Information technology': 1, 'Health Care': 4, 'Technology': 1, 'Information Technology': 3, 'Consumer Discretionary': 1}",0.004194680996380207
2015-03-23,8567.403213773578,106145.06755542755,114712.47076920113,18,"{'Materials': 2, 'Energy': 3, 'Aerospace and defense': 1, 'Communication Services': 1, 'Industrials': 2, 'Information technology': 1, 'Health Care': 3, 'Technology': 1, 'Information Technology': 3, 'Consumer Discretionary': 1}",-0.0010158623298232028
2015-03-24,2114.8436353746056,112330.7646188736,114445.6082542482,19,"{'Materials': 3, 'Energy': 3, 'Aerospace and defense': 1, 'Communication Services': 1, 'Industrials': 2, 'Information technology': 1, 'Health Care': 3, 'Technology': 1, 'Information Technology': 3, 'Consumer Discretionary': 1}",-0.0023263600998520984
2015-03-25,2114.8436353746056,110540.72584915161,112655.56948452622,19,"{'Materials': 3, 'Energy': 3, 'Aerospace and defense': 1, 'Communication Services': 1, 'Industrials': 2, 'Information technology': 1, 'Health Care': 3, 'Technology': 1, 'Information Technology': 3, 'Consumer Discretionary': 1}",-0.015640956407390494
2015-03-26,13987.004334605888,99713.61144638062,113700.6157809865,17,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 2, 'Communication Services': 1, 'Industrials': 2, 'Information technology': 1, 'Health Care': 3, 'Technology': 1, 'Information Technology': 2, 'Consumer Discretionary': 1}",0.009276472536973168
2015-03-27,13987.004334605888,99964.80293273926,113951.80726734514,17,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 2, 'Communication Services': 1, 'Industrials': 2, 'Information technology': 1, 'Health Care': 3, 'Technology': 1, 'Information Technology': 2, 'Consumer Discretionary': 1}",0.0022092359362635428
2015-03-30,1024.7185578441477,113644.1553478241,114668.87390566824,19,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 2, 'Communication Services': 1, 'Industrials': 2, 'Information technology': 1, 'Health Care': 5, 'Technology': 1, 'Information Technology': 2, 'Consumer Discretionary': 1}",0.006292718435265909
2015-03-31,1024.7185578441477,112427.61030769348,113452.32886553762,19,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 2, 'Communication Services': 1, 'Industrials': 2, 'Information technology': 1, 'Health Care': 5, 'Technology': 1, 'Information Technology': 2, 'Consumer Discretionary': 1}",-0.010609200201367686
2015-04-01,7380.571906930364,105504.27513599396,112884.84704292432,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 2, 'Communication Services': 1, 'Industrials': 2, 'Information technology': 1, 'Health Care': 4, 'Technology': 1, 'Information Technology': 2, 'Consumer Discretionary': 1}",-0.0050019407119079595
2015-04-02,770.3281339942678,111565.27320861816,112335.60134261243,19,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 2, 'Communication Services': 1, 'Industrials': 2, 'Information technology': 1, 'Health Care': 4, 'Technology': 1, 'Information Technology': 2, 'Consumer Discretionary': 1, 'Real Estate': 1}",-0.004865539660101947
2015-04-06,770.3281339942678,112047.50187301636,112817.83000701062,19,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 2, 'Communication Services': 1, 'Industrials': 2, 'Information technology': 1, 'Health Care': 4, 'Technology': 1, 'Information Technology': 2, 'Consumer Discretionary': 1, 'Real Estate': 1}",0.004292750104460952
2015-04-07,770.3281339942678,111563.09979057312,112333.42792456738,19,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 2, 'Communication Services': 1, 'Industrials': 2, 'Information technology': 1, 'Health Care': 4, 'Technology': 1, 'Information Technology': 2, 'Consumer Discretionary': 1, 'Real Estate': 1}",-0.004293666013724384
2015-04-08,7152.066451429396,106434.20271492004,113586.26916634943,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 2, 'Communication Services': 1, 'Industrials': 2, 'Information technology': 1, 'Health Care': 4, 'Technology': 1, 'Information Technology': 2, 'Consumer Discretionary': 1}",0.011152880001341625
2015-04-09,7152.066451429396,107125.70552444458,114277.77197587397,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 2, 'Communication Services': 1, 'Industrials': 2, 'Information technology': 1, 'Health Care': 4, 'Technology': 1, 'Information Technology': 2, 'Consumer Discretionary': 1}",0.006087908464638581
2015-04-10,713.8695910917431,114034.68228721619,114748.55187830793,19,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 2, 'Communication Services': 1, 'Industrials': 2, 'Information technology': 1, 'Health Care': 4, 'Technology': 1, 'Information Technology': 3, 'Consumer Discretionary': 1}",0.00411961043949427
2015-04-13,713.8695910917431,113302.97926712036,114016.8488582121,19,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 2, 'Communication Services': 1, 'Industrials': 2, 'Information technology': 1, 'Health Care': 4, 'Technology': 1, 'Information Technology': 3, 'Consumer Discretionary': 1}",-0.00637657737826447
2015-04-14,713.8695910917431,113051.86609268188,113765.73568377363,19,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 2, 'Communication Services': 1, 'Industrials': 2, 'Information technology': 1, 'Health Care': 4, 'Technology': 1, 'Information Technology': 3, 'Consumer Discretionary': 1}",-0.002202421632882978
2015-04-15,6595.955495894338,107689.30865478516,114285.26415067949,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 2, 'Communication Services': 1, 'Industrials': 2, 'Information technology': 1, 'Health Care': 4, 'Technology': 1, 'Consumer Discretionary': 1, 'Information Technology': 2}",0.004566651494699148
2015-04-16,11945.613258149326,102629.96440124512,114575.57765939445,17,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 2, 'Communication Services': 1, 'Industrials': 2, 'Information technology': 1, 'Health Care': 3, 'Technology': 1, 'Consumer Discretionary': 1, 'Information Technology': 2}",0.002540253206504417
2015-04-17,12782.97312382195,100415.16209793091,113198.13522175286,17,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 2, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 3, 'Technology': 1, 'Consumer Discretionary': 1, 'Information Technology': 1}",-0.012022129547855198
2015-04-20,12408.48517250735,101384.2339477539,113792.71912026126,17,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 2, 'Communication Services': 1, 'Industrials': 2, 'Information technology': 1, 'Health Care': 3, 'Technology': 1, 'Consumer Discretionary': 2, 'Information Technology': 1}",0.005252594464949523
2015-04-21,14577.781942253136,101430.35525512695,116008.13719738009,17,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 2, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 2, 'Technology': 1, 'Consumer Discretionary': 2, 'Information Technology': 1}",0.0194688912809744
2015-04-22,9083.555038256416,107093.21885108948,116176.77388934589,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 2, 'Technology': 1, 'Consumer Discretionary': 2, 'Information Technology': 1}",0.0014536626140189135
2015-04-23,20031.308392737705,96386.7680721283,116418.076464866,16,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 2, 'Technology': 1, 'Information Technology': 1}",0.002077029404775388
2015-04-24,621.2927274220156,115074.66432380676,115695.95705122878,19,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 2, 'Technology': 2, 'Information Technology': 1, 'Consumer Discretionary': 2}",-0.00620281175883497
2015-04-27,6992.49786396638,108575.22831344604,115567.72617741242,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 2, 'Technology': 1, 'Information Technology': 1, 'Consumer Discretionary': 2}",-0.0011083436023574533
2015-04-28,6992.49786396638,108071.08462524414,115063.58248921052,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 2, 'Technology': 1, 'Information Technology': 1, 'Consumer Discretionary': 2}",-0.004362322465598867
2015-04-29,6992.49786396638,106802.09666252136,113794.59452648774,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 2, 'Technology': 1, 'Information Technology': 1, 'Consumer Discretionary': 2}",-0.011028580331589932
2015-04-30,6992.49786396638,105776.50715637207,112769.00502033845,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 2, 'Technology': 1, 'Information Technology': 1, 'Consumer Discretionary': 2}",-0.009012638169826004
2015-05-01,6992.49786396638,108042.86019325256,115035.35805721894,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 2, 'Technology': 1, 'Information Technology': 1, 'Consumer Discretionary': 2}",0.020097304542784133
2015-05-04,6992.49786396638,108060.76943588257,115053.26729984894,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 2, 'Technology': 1, 'Information Technology': 1, 'Consumer Discretionary': 2}",0.0001556846775849774
2015-05-05,6992.49786396638,106990.67498016357,113983.17284412995,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 2, 'Technology': 1, 'Information Technology': 1, 'Consumer Discretionary': 2}",-0.009300861077940037
2015-05-06,6992.49786396638,106843.16572570801,113835.66358967438,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 2, 'Technology': 1, 'Information Technology': 1, 'Consumer Discretionary': 2}",-0.0012941318509994693
2015-05-07,6992.49786396638,107212.96528625488,114205.46315022126,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 2, 'Technology': 1, 'Information Technology': 1, 'Consumer Discretionary': 2}",0.0032485387170038127
2015-05-08,6992.49786396638,108523.54899978638,115516.04686375275,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 2, 'Technology': 1, 'Information Technology': 1, 'Consumer Discretionary': 2}",0.011475665676409896
2015-05-11,6992.49786396638,108468.38766098022,115460.8855249466,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 2, 'Technology': 1, 'Information Technology': 1, 'Consumer Discretionary': 2}",-0.0004775210051224388
2015-05-12,6992.49786396638,108129.71504211426,115122.21290608063,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 2, 'Technology': 1, 'Information Technology': 1, 'Consumer Discretionary': 2}",-0.0029332238127759425
2015-05-13,12683.24250911234,102566.31086158752,115249.55337069987,17,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 1, 'Technology': 1, 'Information Technology': 1, 'Consumer Discretionary': 2}",0.0011061328774415458
2015-05-14,7235.815033588004,109464.03444671631,116699.84948030431,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 1, 'Technology': 1, 'Information Technology': 2, 'Consumer Discretionary': 2}",0.012583962949856975
2015-05-15,14254.002112881391,102554.63293647766,116808.63504935906,17,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 1, 'Technology': 1, 'Information Technology': 2, 'Consumer Discretionary': 1}",0.0009321825995423083
2015-05-18,8788.223940318527,108966.0735282898,117754.29746860832,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 1, 'Technology': 2, 'Information Technology': 2, 'Consumer Discretionary': 1}",0.008095826296143693
2015-05-19,8788.223940318527,108591.75329017639,117379.97723049491,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 1, 'Technology': 2, 'Information Technology': 2, 'Consumer Discretionary': 1}",-0.003178824434948435
2015-05-20,8788.223940318527,108392.02623558044,117180.25017589897,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 1, 'Technology': 2, 'Information Technology': 2, 'Consumer Discretionary': 1}",-0.001701542795529365
2015-05-21,8788.223940318527,108676.31099128723,117464.53493160575,18,"{'Materials': 3, 'Aerospace and defense': 1, 'Energy': 3, 'Communication Services': 1, 'Industrials': 3, 'Information technology': 1, 'Health Care': 1, 'Technology': 2, 'Information Technology': 2, 'Consumer Discretionary': 1}",0.002426046669810278
