year,month,return_pct
2015,1,2.9252997561549003
2015,2,8.722337415121618
2015,3,0.9558409944033617
2015,4,-0.10261963905733333
2015,5,4.13172066708444
2015,6,-1.7821071929182415
2015,7,0.4854096393590027
2015,8,-0.5462608090797045
2015,9,2.0916120449473077
2015,10,2.2070145706447444
2015,11,0.2473905793882179
2015,12,-4.085040650560192
2016,1,-0.5977196016461935
2016,2,5.693442377528775
2016,3,3.972050025526653
2016,4,14.480947864376137
2016,5,2.356465734540213
2016,6,-1.790202620262011
2016,7,5.862531606039921
2016,8,-0.23968191736567804
2016,9,4.675162232765474
2016,10,-0.6771251051095132
2016,11,2.2311682489816578
2016,12,1.4548490723437462
2017,1,4.486665347290474
2017,2,1.9256932244604792
2017,3,-1.3515888944345755
2017,4,0.9495121151101418
2017,5,1.496184919430631
2017,6,0.26903788559503106
2017,7,3.78588211228235
2017,8,0.18437308615766726
2017,9,1.8384317217289157
2017,10,0.3426750865976059
2017,11,3.0553425810205663
2017,12,5.555771127479262
2018,1,4.760409645099379
2018,2,-0.6302756238384466
2018,3,0.12387123790266674
2018,4,2.295512158635646
2018,5,1.9767062726759563
2018,6,3.2689974072393415
2018,7,0.8848463030835443
2018,8,1.8565641749926753
2018,9,0.2965455157273237
2018,10,-2.513373104302961
2018,11,-0.2068584574408792
2018,12,-0.36824090646824403
2019,1,0.3562155966576851
2019,2,2.3642757852531124
2019,3,0.046121791585825876
2019,4,1.381952220115975
2019,5,-2.0862161222642714
2019,6,2.4217050518084764
2019,7,-0.2247991134258222
2019,8,-0.5408762938638393
2019,9,-0.09666673456284018
2019,10,0.9905093283703799
2019,11,1.2251530988201136
2019,12,2.489794557412611
2020,1,-0.8198047691559642
2020,2,-1.593181540925049
2020,3,-0.02497924651397943
2020,4,2.2222711147303023
2020,5,0.29913120969820184
2020,6,0.9602678614280052
2020,7,2.1111230547076083
2020,8,2.2867383973024284
2020,9,-0.4929917714330924
2020,10,0.8627343468023583
2020,11,1.5840066872650254
2020,12,3.4029810542664354
2021,1,1.4349842579335828
2021,2,1.8406601425267732
2021,3,-0.7602942708769104
2021,4,1.2088089586962032
2021,5,2.74583167582693
2021,6,-0.06182401632498602
2021,7,-0.043081280917480015
2021,8,0.22981127333517024
2021,9,0.6621456409219415
2021,10,1.0895831344425728
2021,11,0.3162154125882257
2021,12,0.8055534094526824
2022,1,-0.023732650715599126
2022,2,0.2537994657220717
2022,3,-0.6132810792347717
2022,4,-0.05098235400279595
2022,5,0.5725151860077495
2022,6,0.08017532430296873
2022,7,0.918975228123173
2022,8,0.609341903103169
2022,9,-0.1284814941128556
2022,10,0.1454922254508765
2022,11,0.5603933267379877
2022,12,-0.7876223487375535
2023,1,2.5334754384927174
2023,2,-2.5412246063844757
2023,3,-0.02491016763210103
2023,4,-0.12378770913387512
2023,5,2.4925274356039075
2023,6,-0.6740066846796375
2023,7,1.2565564526593096
2023,8,-0.9288422836824125
2023,9,-1.6413458123594533
2023,10,-0.218609429605489
2023,11,2.499085557986446
2023,12,1.7452443627626597
2024,1,-0.7098787364378039
2024,2,3.450262323891281
2024,3,0.840864210466841
2024,4,-1.2697954587126528
2024,5,0.5708848854002998
2024,6,-0.8673609185030856
2024,7,1.4014879649523377
2024,8,0.27412014530201473
2024,9,1.0663414743817192
2024,10,1.138392318859065
2024,11,1.3442832164772234
2024,12,-1.3099975304859073
2025,1,0.04076016521134023
2025,2,0.04231068589684922
2025,3,0.005566283962117438
2025,4,0.04599894631161552
2025,5,1.9037735543382766
2025,6,0.8470003506381137
2025,7,0.09525600922095077
2025,8,0.2872625263204001
2025,9,1.5322087580372685
2025,10,-1.5076673291870326
2025,11,-0.10781935476548124
