date,ticker,action,price,shares,value,commission,slippage_cost,net_proceeds,entry_date,entry_price,cost_basis,pnl,pnl_pct,holding_period_return,r_multiple,days_held,reason,stop_loss,take_profit,highest_price,lowest_price,max_unrealized_gain,max_unrealized_loss,regime,sector,entry_score,atr
2008-01-04,DECK,SELL,7.705447355416951,949,7312.469540290687,7.312469540290688,7.319789329620273,7305.157070750397,2008-01-02,8.406890870241966,7978.139435859626,-672.9823651092292,-8.343673370471926,-8.343673370471926,-1.0222256497435598,2,STOP_LOSS,7.713160515932884,9.79435157886013,8.553333282470703,7.888332843780518,1.7419330700140456,-6.168249766355338,NEUTRAL_BULLISH,Consumer Discretionary,22.939615465972974,0.3468651771545409
2008-01-07,FSLR,SELL,239.40039481030675,29,6942.611449498896,6.942611449498896,6.949561010509001,6935.668838049397,2008-01-02,267.485757588595,7757.086970069255,-821.4181320198577,-10.49976007376242,-10.49976007376242,-1.01720337568786,3,STOP_LOSS,239.6400348451519,323.1772030754812,267.70001220703125,236.83999633789065,0.0800994491698459,-11.456969345574986,NEUTRAL_BULLISH,Information Technology,67.70362505989924,13.922861371721547
2008-01-07,BKNG,SELL,103.07803060792834,69,7112.384111947055,7.112384111947056,7.119503615562408,7105.271727835108,2008-01-02,115.07538775794563,7940.201755298249,-834.9300274631405,-10.425649988034834,-10.425649988034834,-1.0173411965233576,3,STOP_LOSS,103.18121181974809,138.86373963434073,115.07538775794563,103.6846694946289,0.0,-9.898483494382349,NEUTRAL_BULLISH,Consumer Discretionary,30.6671126038049,5.9470879690987735
2008-01-15,FSLR,SELL,206.09887970640835,32,6595.164150605067,6.5951641506050676,6.601765916521799,6588.568986454462,2008-01-07,237.4280443011769,7597.697417637661,-1009.1284311831987,-13.195224973098618,-13.195224973098618,-1.013250841099351,6,STOP_LOSS,206.30518489129966,299.67376312093137,237.4280443011769,204.7899932861328,0.0,-13.746502065966059,NEUTRAL_BULLISH,Information Technology,62.13846783869124,15.56142970493862
2008-01-17,BKNG,SELL,93.16716612048504,73,6801.203126795408,6.801203126795408,6.80801113793342,6794.401923668613,2008-01-07,104.86642390508175,7655.248945070967,-860.8470214023546,-11.156342849248023,-11.156342849248023,-1.0160630393852543,8,STOP_LOSS,93.26042654703207,128.0784186211811,104.86642390508175,88.08959197998047,0.0,-15.998287440684134,NEUTRAL_BULLISH,Consumer Discretionary,25.867207358895662,5.802998679024836
2008-01-17,FSLR,SELL,170.6832368260023,36,6144.596525736082,6.144596525736082,6.150747273009074,6138.451929210346,2008-01-15,207.39980624895045,7466.393024962216,-1327.9410957518703,-17.703280483722228,-17.703280483722228,-1.009345482080182,2,STOP_LOSS,170.8540909169192,280.4912369130129,207.39980624895045,167.1999969482422,0.0,-19.38276126085422,NEUTRAL_BULLISH,Information Technology,51.24969739469644,18.272857666015625
2008-01-22,CHD,SELL,10.481993514060974,640,6708.475848999024,6.708475848999024,6.715191040038917,6701.7673731500245,2008-01-17,10.80458267513881,6914.932912088839,-213.16553893881428,-2.9856697919495745,-2.9856697919495745,-0.10275613740525405,1,REGIME_EXIT,7.563207872597167,23.16153397998326,10.833603858947754,10.739500045776367,0.2686006917760997,-0.6023613435084174,NEUTRAL_BULLISH,Consumer Staples,12.855808101022365,3.089237826211112
2008-01-22,DE,SELL,58.672797706603994,123,7216.754117912291,7.216754117912291,7.223978096008636,7209.5373637943785,2008-01-02,64.7609653642562,7965.598739803512,-756.0613760091337,-9.40098348350512,-9.40098348350512,-0.3163860833340543,12,REGIME_EXIT,45.332675754979334,176.0663634878611,66.88262939453125,53.96379089355469,3.276146392107493,-16.67234947776248,NEUTRAL_BULLISH,Industrials,15.234566843237042,27.82634953090123
2008-02-05,TTWO,SELL,15.692429144707932,423,6637.897528211455,6.637897528211456,6.6445420702818865,6631.259630683244,2008-02-01,17.385275338063792,7353.971468000984,-722.71183731774,-9.73724120232653,-9.73724120232653,-1.0187227081950574,2,STOP_LOSS,15.708137281989922,20.739551450211533,17.385275338063792,15.79902458190918,0.0,-9.124104883640427,NEUTRAL_BULLISH,Communication Services,19.65831586695667,0.8385690280369348
2008-02-15,BKNG,SELL,117.2681688153907,78,9146.917167600473,9.146917167600474,9.15607324084138,9137.770250432874,2008-01-17,88.72950273401827,6920.901213253425,2216.8690371794482,32.16367183632474,32.16367183632474,1.9836227456477304,20,TAKE_PROFIT,74.40147691614717,117.38555436976046,122.09912109375,88.08959197998047,37.60825580163885,-0.7211927648868244,NEUTRAL_BULLISH,Consumer Discretionary,21.351347419237374,7.164012908935547
2008-02-25,TTWO,SELL,19.14763360731206,452,8654.73039050505,8.654730390505051,8.663393784289795,8646.075660114546,2008-02-05,15.689383688010658,7091.601426980817,1554.4742331337284,22.04197429338215,22.04197429338215,1.9779638524207486,13,TAKE_PROFIT,13.950675328156096,19.16680040771978,26.888338088989254,15.599037170410156,71.37918622983572,-0.5758449114195652,NEUTRAL_BULLISH,Communication Services,19.27369555006229,0.8693541799272808
2008-03-11,TTWO,SELL,24.30368081152334,291,7072.371116153292,7.072371116153292,7.079450566720144,7065.298745037138,2008-02-25,27.306727850451455,7946.257804481374,-880.9590594442352,-10.997462073722863,-10.997462073722863,-1.0163263769225352,11,STOP_LOSS,24.328008820343683,33.264165910666996,27.306727850451455,24.64847755432129,0.0,-9.734781518636693,NEUTRAL_BULLISH,Communication Services,47.95466348278711,1.4893595150538854
2008-03-17,ICE,SELL,22.567564544935667,247,5574.18844259911,5.574188442599111,5.579768210809952,5568.614254156511,2008-01-02,32.27164957090758,7971.097444014172,-2402.4831898576604,-30.070000000000007,-30.070000000000007,-1.0046643333333332,51,STOP_LOSS,22.590154699635303,56.70763840583364,32.27164957090758,19.903610229492188,0.0,-38.324781986245284,NEUTRAL_BULLISH,Financials,19.82994178538616,6.108997208731516
2008-03-19,CSX,SELL,4.301827136993408,1853,7971.285684848785,7.971285684848786,7.979264949798926,7963.314399163936,2008-02-01,3.9658428536414587,7348.706807797623,614.6075913663135,8.47195150567921,8.47195150567921,0.27878265180578476,31,REGIME_EXIT,2.776089997549021,9.982343735381484,4.436820030212402,3.8150484561920166,11.87584062082767,-3.8023291142507576,NEUTRAL_BULLISH,Industrials,17.446610045493095,1.5041252204350062
2008-03-24,AMZN,SELL,3.7537822844246906,2488,9339.41032364863,9.33941032364863,9.348759082731736,9330.070913324982,2008-03-03,3.097825466055406,7707.38975954585,1622.6811537791318,21.174750661616272,21.174750661616272,1.977228562588083,14,TAKE_PROFIT,2.7679682869586393,3.7575398242489397,3.797499895095825,3.097825466055406,22.585986095961186,0.0,NEUTRAL_BULLISH,Consumer Discretionary,37.15535043027299,0.16492858954838335
2008-04-01,LII,SELL,29.408235895156857,246,7234.426030208587,7.234426030208587,7.241667697906557,7227.191604178378,2008-01-02,32.3840173375926,7966.468265047781,-739.2766608694028,-9.189043506907169,-9.189043506907169,-0.3093284821133424,60,REGIME_EXIT,22.66881213631482,68.79767493472569,32.3840173375926,26.11605453491211,0.0,-19.355111928637726,NEUTRAL_BULLISH,Industrials,21.09036915287601,9.103414399283272
2008-04-02,FSLR,SELL,249.54608798802866,40,9981.843519521146,9.981843519521146,9.991835354876457,9971.861676001625,2008-01-17,170.5158850926037,6820.635403704147,3151.2262722974774,46.347707049407894,46.347707049407894,1.9874030782152248,51,TAKE_PROFIT,130.87588570295526,249.79588387190057,249.5500030517578,165.60000610351562,46.350003060554926,-2.8829448859960194,NEUTRAL_BULLISH,Information Technology,42.43804433637531,19.81999969482422
