regime,num_trades,winning_trades,losing_trades,win_rate,avg_return,avg_win,avg_loss,total_pnl,profit_factor,avg_hold_days
BULL_WEAK,540,179,361,33.14814814814815,6.6098501293562935,35.86536609211522,-7.896347536388436,808188.850759015,1.678617847031543,51.257407407407406
NEUTRAL_BULLISH,108,48,60,44.44444444444444,10.566512816815237,37.305688681629555,-10.824827875036217,215108.69173747476,2.2217464271192475,52.25925925925926
NEUTRAL_BEARISH,48,24,24,50.0,10.215984303251565,31.730544085907955,-11.298575479404827,167272.0954469134,4.287729310422902,36.604166666666664
BULL_STRONG,8,4,4,50.0,34.355409314545454,83.33675365568656,-14.625935026595657,12880.006911183702,2.0637431274840066,592.875
BEAR_STRONG,2,2,0,100.0,32.66003728768153,32.66003728768153,0.0,3770.1617100694457,3770.1617100694457,5.5
BEAR_WEAK,26,8,18,30.76923076923077,-5.6343825931730045,8.42097911697046,-11.881210019903433,-5932.040734776865,0.8064536826621874,8.73076923076923
