year_month,start_value,end_value,min_value,max_value,return_pct,max_dd_month
2008-11,81194.38695676986,75334.42406668379,70928.65297856102,83229.39213554963,-7.2172019639806795,-14.77932115250259
2008-12,73729.78470053388,75646.76483268681,73729.78470053388,75646.76483268681,2.6000077715391035,-2.53412044307888
2009-01,76993.76408879607,71287.48131512859,71239.93607401088,77502.8444778189,-7.411357064042856,-8.080875542058907
2009-02,71405.78276614274,65696.70073208766,65696.70073208766,74078.2066093124,-7.995265667421636,-11.314401712542399
2009-03,64023.59795995322,67789.56384585425,63464.75554795829,69566.51946375892,5.882152840358401,-8.771121457326004
2009-04,68737.63155434653,79406.28488102205,68311.76343311378,79406.28488102205,15.520833472768803,-13.971842990175997
2009-05,78742.10431332911,81104.44501831704,76026.11699420327,89438.86664384644,3.0000985185609785,-14.996555919088216
2009-06,82528.92537667413,74155.92736309757,71990.20160549869,82528.92537667413,-10.145531370196537,-12.769733427492437
2009-07,73055.57109373798,86135.51114564744,66919.65354937305,86135.51114564744,17.904096643261514,-22.308868131962555
2009-08,88911.66715191271,93046.31892462053,86461.47918695914,94261.85869951524,4.650291581692456,-8.275223531738208
2009-09,89816.38313169756,97570.20814688981,89307.80882902422,101341.46761293687,8.632974013018146,-11.874367983177391
2009-10,92443.09356823174,93005.1920876937,92177.39661840964,102647.78157286215,0.6080481491535839,-10.200303205793448
2009-11,93936.11639360953,100593.50563482809,93936.11639360953,104112.11313490439,7.087145495054203,-9.77407569099016
2009-12,102204.7182317214,116820.19543237102,100327.1587615447,118392.04990357769,14.300198125406505,-15.258533961313802
2010-01,119068.45316409544,113596.88198168646,113596.88198168646,122992.09661006407,-4.595315582766723,-7.638876714301679
2010-02,117494.60991938482,117578.8604799035,112395.36584456335,119884.76346190344,0.07170589406313432,-6.247163860585204
2010-03,119803.6071305993,127222.41528279809,119476.49187619713,127746.9339967492,6.192474775915113,-6.474082674080083
2010-04,127909.97924191979,135946.83956466694,127909.97924191979,141893.5088248141,6.283216032383843,-9.854946641821927
2010-05,138151.91547142048,129804.09181152267,128598.26781974715,138151.91547142048,-6.042495778225188,-6.915320442046058
2010-06,128733.61073866078,124726.00800399439,124726.00800399439,133269.5004444698,-3.1130974356045504,-6.410688426070365
2010-07,124252.50453342883,132606.60036897057,123596.5189157912,132606.60036897057,6.723482852045182,-6.794595011190485
2010-08,134637.1297213895,133878.9262978161,132667.809262904,138149.5042535389,-0.5631458611323525,-3.9679440185139137
2010-09,137623.1544462765,148415.90165951021,137623.1544462765,149396.860618136,7.8422466456739,-7.880825690141879
2010-10,148441.61881973513,160150.529309168,147371.92860559627,161471.35327567114,7.887889247322177,-8.731842759751752
2010-11,159180.8701240415,160722.41024906375,159180.8701240415,163459.68145912833,0.9684204664926144,-2.617655495772331
2010-12,162817.98343261078,164069.30287277483,162817.98343261078,167432.48400481537,0.7685388393733339,-2.7560366195557795
2011-01,166400.9691330173,171058.69740391843,166384.03980552935,172442.44274205636,2.7990992451359054,-3.5132899071659063
2011-02,173159.39179421536,173863.7459442205,171834.145045001,176687.58923550317,0.40676635711576203,-2.746907245439356
2011-03,172690.69985409448,176477.70849219977,169157.79139320075,176477.70849219977,2.1929430138999395,-4.147785667402049
2011-04,177129.52855197608,178793.35933735908,174920.8776613947,179070.27394502127,0.9393299914388864,-2.3171887729956375
2011-05,177856.071803599,174673.3038029963,171493.29759409965,179050.77608254494,-1.7895188892495972,-4.220857710754167
2011-06,172412.85761311592,175498.70760396065,167059.16146328987,175498.70760396065,1.7898027058800947,-4.808893612889664
2011-07,178742.945969134,173839.97637703957,172644.70486405434,179244.33355191292,-2.7430282999481803,-3.681917613282426
2011-08,173320.83990338387,154068.36992764624,151590.3698080447,173320.83990338387,-11.10799485305387,-12.537713357177726
2011-09,153042.99168992194,144105.68287740223,144105.68287740223,153539.33125601657,-5.839737392632427,-6.144124962277164
2011-10,141986.32162019878,148405.92105147586,141986.32162019878,151678.13602754817,4.521280189544563,-6.389724096813232
2011-11,146196.0689896462,151450.57218756335,146196.0689896462,153502.34223326697,3.594148074042436,-4.759714501631462
2011-12,151186.31487523945,145023.4119247962,144658.33069320212,154837.8782278243,-4.076362966799563,-6.57432641878769
2012-01,146855.25079944514,159267.0297568121,146650.25641086482,159398.92469814204,8.451709346312208,-7.997963795188523
2012-02,161853.39061859035,165763.8042706394,161853.39061859035,171085.3997529014,2.4160220784401165,-5.396140844072517
2012-03,166423.99614705084,166144.83967007636,161309.44355000494,168160.33317173956,-0.1677381167604186,-4.074022388346432
2012-04,167634.15531434058,171335.3408732843,164313.03846476634,171335.3408732843,2.207894657269227,-4.0985720591710795
2012-05,171758.98786692138,167687.9856625032,162031.5795484018,171758.98786692138,-2.370182926073361,-5.663405705473979
2012-06,164623.39880184646,169595.28541998382,163211.14970926757,169595.28541998382,3.0201579206379447,-3.7643356033787434
2012-07,170564.405994935,172123.69192986007,165178.64745192046,172123.69192986007,0.914191871293113,-4.034914891768471
2012-08,170871.5859699678,173122.11482958312,170871.5859699678,175383.92345432754,1.3170878275870157,-2.572834154628101
2012-09,173163.95002846236,181410.6932187509,173037.2240119409,182455.4672131967,4.7623903179230265,-5.161940798546039
2012-10,181859.00633100982,183969.4247947168,181859.00633100982,186191.23221115585,1.1604695892078576,-2.3267614853275886
2012-11,186441.9659505319,188318.0466828775,179403.24312500472,188318.0466828775,1.0062545322244487,-4.733908255157859
2012-12,186370.871503396,193644.46193985458,186119.0164761972,194405.72703938003,3.9027506700938686,-4.262585618943326
2013-01,197913.7419186067,213939.7548797481,197913.7419186067,215272.05929545092,8.097473579036363,-8.06343258556408
2013-02,215420.8171756618,220707.98251625898,214601.77964190172,227275.51163632722,2.45434281139405,-5.576373760277898
2013-03,219713.92980086393,225208.77016376072,219713.92980086393,225208.77016376072,2.5009066871076513,-2.4398873804520216
2013-04,223281.44559978062,220049.04072939168,218151.84638824197,223874.68270435068,-1.4476818088068333,-2.5562677507694254
2013-05,218296.50067745458,229909.94480693358,218296.50067745458,232499.55612504517,5.320032200900249,-6.108852715379709
2013-06,230344.37981164473,233955.94758275562,223849.85982930678,234403.65518001132,1.5678992359458022,-4.50240220981184
2013-07,237527.12334493213,250772.2055066633,236925.77932456546,250995.10255912357,5.5762398732446705,-5.605417432893534
2013-08,252715.0319236326,261249.21738747077,252422.414617877,264605.44987296895,3.3769995393139407,-4.60422688230373
2013-09,263025.00868156867,277806.20259844116,263025.00868156867,277806.20259844116,5.619691447198982,-5.3206853477775535
2013-10,280043.7554062491,279985.47720100684,271873.08805548004,284466.46783046087,-0.020810392703707326,-4.427017311047832
2013-11,285746.1619668226,284731.9529227066,278492.6808145228,289935.4767756681,-0.3549335666085729,-3.9466698206094164
2013-12,283057.2861809674,293043.8290509573,281746.225061706,293043.8290509573,3.528099560597475,-3.8552608413012446
2014-01,291713.327670089,296582.7186198756,291292.43970118964,304743.973347213,1.6692384227619428,-4.414044188725342
2014-02,288457.29788260907,315369.3816736235,288457.29788260907,315954.9418132796,9.329659533164802,-8.703027011655617
2014-03,314078.1963352183,316874.77945834474,313791.090963213,323071.7028078059,0.8904098265202665,-2.8726167485222054
2014-04,319381.46450358705,312235.22188848845,304673.736835426,319381.46450358705,-2.2375257832216278,-4.605066136515212
2014-05,313003.31064409605,317632.7325610577,309717.4833268582,317976.955040878,1.4790328918359519,-2.5975063862593295
2014-06,318732.95070070616,329762.37430758594,318732.95070070616,334914.3858899605,3.4603964173244517,-4.831513924448416
2014-07,331797.17888529797,325684.8365591337,321965.66462691326,331839.3118379881,-1.842192373877083,-2.975430233502707
2014-08,325506.38046916027,339050.83615382214,325506.38046916027,339050.83615382214,4.16104153323813,-3.994815597067858
2014-09,339007.6734188368,337223.34735938214,334571.14566023846,345504.90870374115,-0.5263379561471271,-3.1645753122651055
2014-10,333993.6006502538,340098.59880232834,317411.60849273315,340098.59880232834,1.8278787797696427,-6.670709726381818
2014-11,340345.26172137284,350542.22579995287,338695.75566172623,350542.22579995287,2.996064651232855,-3.3794702225081297
2014-12,347314.93804494035,347836.2312963598,342229.27293955715,350927.4765819658,0.15009237850633905,-2.478632829531946
2015-01,347676.9156778448,353643.80307370354,342015.93162327935,357879.7755716436,1.7162161555148048,-4.432729936477919
2015-02,355671.5549829595,362806.316471874,354043.3623216741,367676.9385355108,2.0059972153961825,-3.7080313680102894
2015-03,363575.49331074883,363567.9255531423,357327.8264530294,365130.7957485311,-0.0020814817680903097,-2.137034012566741
2015-04,361538.9333150976,362975.7713049047,361538.9333150976,370688.20559579064,0.3974227551738929,-2.468185429851444
2015-05,365436.74757271935,366584.1787031286,363306.4098594778,370661.7716205709,0.31398898387495766,-1.9843863932702765
2015-06,368120.70770150353,360244.4587085836,359833.9714382284,368752.72387963464,-2.1395832475978205,-2.4186268639787567
2015-07,361531.47478562524,366772.8865612142,356535.94077187707,366772.8865612142,1.44978021033908,-2.791085754815903
2015-08,368173.08830434014,359686.23931771447,350625.92059212853,376900.4953392141,-2.305124751434917,-6.971223193389065
2015-09,354094.62296455936,353544.364708712,350396.9475114845,360924.92586201266,-0.15539864775141465,-2.916944105587538
2015-10,355266.8547704719,364141.66819628834,355266.8547704719,367927.02668171155,2.4980696360064947,-3.440946435878922
2015-11,366439.5942152095,372077.67435949174,366439.5942152095,378441.72578924027,1.5386110653127227,-3.1714609558447404
2015-12,375959.1008989128,364834.84543220786,359416.5204095104,375959.1008989128,-2.9589004336128655,-4.400101088083607
2016-01,360070.1451396206,355232.94106732565,346549.16117631155,360070.1451396206,-1.3434060384037827,-3.75509720698064
2016-02,355824.20235120016,358639.888769211,340155.55096372886,358639.888769211,0.7913139127146085,-5.154010578387458
2016-03,362058.8006973879,387972.0439199798,362058.8006973879,388675.79963725735,7.157191918185268,-6.848123542734208
2016-04,389687.4105781906,403432.3633414613,384985.6183113449,403432.3633414613,3.5271739322748186,-4.572450479017043
2016-05,404467.96545423137,401129.6868773805,392240.15400231944,404467.96545423137,-0.8253505498517999,-3.0231841570394047
2016-06,400982.84950078593,394210.68496621714,382635.0672265397,407060.2849456178,-1.688891318668606,-6.000393215059341
2016-07,394462.37431157695,405386.1901322709,390397.0961676942,406861.8026868211,2.7692922144370247,-4.046756517912908
2016-08,403519.2933102952,403438.08013547526,401982.2625981675,410280.93833364116,-0.020126218539318064,-2.02268128009524
2016-09,403723.74884046183,410831.35971940623,398756.018930565,410831.35971940623,1.7605134449876214,-2.93924514357633
2016-10,408346.48734964,405630.73301042186,400338.564684044,408346.48734964,-0.6650612710898174,-1.961060744656129
2016-11,401357.7367450105,429871.72824887035,398235.2980481492,431524.8266041636,7.1043831707610305,-7.714394747107056
2016-12,427589.0135865048,430519.57706402097,427589.0135865048,438801.1593136624,0.6853692177297477,-2.5551768697910315
2017-01,434778.2088694409,445764.810320361,434778.2088694409,450783.6715445355,2.5269439053738907,-3.550586164812608
2017-02,444509.7033409909,454014.0981907681,444509.7033409909,459317.4794297055,2.1381748875988427,-3.223865137268478
2017-03,459819.26223610196,461048.2071785763,452049.822208865,461048.2071785763,0.26726695538981105,-1.9517232318888467
2017-04,461499.73759887967,466240.9558720425,456602.31009147916,467732.7031216458,1.0273501557835685,-2.3796482383811157
2017-05,466859.6169876889,475147.7742982577,466859.6169876889,478105.1504388522,1.7752996851701175,-2.3521046449386795
2017-06,477726.5728564929,476743.47027822863,472587.3440718306,481985.9639474418,-0.20578771082084835,-1.9499779202358791
2017-07,476227.2420382155,495067.2043901263,476102.4870619429,495728.6227260409,3.956086651254398,-3.959048310781954
2017-08,497670.22376306634,499753.7110634167,483976.11125264515,499753.7110634167,0.41864817320118597,-3.157075067476467
2017-09,502079.70256808586,510922.3090534527,499613.099107774,512003.9288845379,1.7611957703403958,-2.4200653701542563
2017-10,513436.760303529,512910.02395015594,507741.88148553285,513823.5697274915,-0.10259030792061363,-1.1836141041922321
2017-11,512958.8105083072,529722.7921969179,512958.8105083072,529722.7921969179,3.2680950877905346,-3.16467064199476
2017-12,529113.1109663729,551470.8383967165,525969.8477064852,552363.7284189943,4.225510002862998,-4.778351538044534
2018-01,553271.8994967226,577271.6218159496,553271.8994967226,583510.1054901548,4.337780816458969,-5.182122076194684
2018-02,581968.2273304759,556940.4056313727,540669.9495309088,581968.2273304759,-4.3005477831508765,-7.096311423907942
2018-03,554007.1466592047,553899.7056863661,550021.9253290052,572524.4803545357,-0.01939342723041859,-3.9304092309897065
2018-04,546855.7281530256,552014.3031263682,545879.2228601332,564433.4539754743,0.9433155232304813,-3.287230936553842
2018-05,548208.4501659374,593415.9123441563,541300.1799289684,595198.7198373661,8.246400099183981,-9.055553735586852
2018-06,598770.7882749424,583367.9429437425,578621.9451276567,598770.7882749424,-2.5724109513718063,-3.3650344241632935
2018-07,582819.7362291124,602639.229158571,580969.9895192888,614688.9472142961,3.400621443894858,-5.485531803982813
2018-08,602360.0322515275,596854.6485308117,582264.5529539792,603654.8293744829,-0.9139689597494782,-3.5434614915064278
2018-09,599063.5047024196,594475.4140367999,591409.8117463957,600083.7963877216,-0.7658771782298457,-1.4454622326981692
2018-10,597401.354376842,560854.9396317042,538172.7381107844,597401.354376842,-6.117564762346395,-9.914375960503108
2018-11,565341.2115109004,547989.6061035797,539438.7955547974,576862.567961935,-3.069227053330803,-6.487467637110922
2018-12,552516.9679066346,519647.1005078446,510619.46080351557,552516.9679066346,-5.94911456263989,-7.583026320776975
2019-01,519429.9032536637,550199.1636420505,514345.1903401505,550199.1636420505,5.92365980388323,-6.516544493554688
2019-02,550868.9578926344,580445.3408903163,550868.9578926344,580445.3408903163,5.369041506863481,-5.0954639333164575
2019-03,578608.3450612288,573399.5272146238,562064.7185749493,583992.5984473362,-0.9002320638935579,-3.7548215389521467
2019-04,579171.7184515359,587397.9674532112,575249.591333525,591609.0019542869,1.4203471508706933,-2.7652403135721704
2019-05,585415.1131712849,554085.3158619495,554085.3158619495,594643.0951706822,-5.351723350566928,-6.820524721150811
2019-06,555412.0168831439,584122.0425549478,555412.0168831439,595742.874493988,5.169140169656128,-6.769843054371449
2019-07,588301.7576609582,594023.8956375,588301.7576609582,603057.9160819894,0.9726535578089335,-2.4468891009508
2019-08,591133.5510377762,626903.1857427408,574647.8289050934,627618.128887539,6.051024280751527,-8.439893231946016
2019-09,621654.1213020135,629694.7553052434,621654.1213020135,635323.4034951974,1.2934256731684357,-2.1515470889287402
2019-10,623975.7658437315,644100.2066257665,613386.8316689131,658464.1062409775,3.2251958943987136,-6.845821077385727
2019-11,651006.04388897,671684.7146083567,651006.04388897,676357.8982536051,3.1764176252276677,-3.748289837391572
2019-12,671000.0185948219,687274.9907685127,667449.66326054,692862.2316771355,2.425480137507763,-3.6677664411122635
2020-01,698933.6903105583,664720.0217000201,664720.0217000201,698933.6903105583,-4.895123684098845,-4.895123684098845
2020-02,661125.1560403063,629030.0896137628,629030.0896137628,686367.2178975298,-4.854612796580204,-8.353710198951703
2020-03,640273.0410726938,594189.3198524686,579610.3004025787,640273.0410726938,-7.197510790555539,-9.474511150505826
2020-04,585647.4694095822,617651.0495079043,585647.4694095822,620712.679117966,5.464649259150112,-5.649185345820795
2020-05,613480.4383407617,648867.8972457136,613480.4383407617,648867.8972457136,5.768310885455774,-5.453723177732028
2020-06,653913.276375854,660152.183863384,627680.9823598292,679630.6818677034,0.9540879062904795,-7.64381316115842
2020-07,658995.1616914463,659392.6251959733,648098.718059793,669986.3287596635,0.06031356945122024,-3.266874227178751
2020-08,666649.7465260855,675864.1844629296,661262.9560960778,682375.7842668542,1.3822007710736495,-3.0940177915985134
2020-09,689114.4649760835,648075.8499777366,633183.8490181507,689114.4649760835,-5.955268258629742,-8.116302704496835
2020-10,654418.2525160362,660309.8282748122,650112.1531492907,693386.9862472893,0.9002768086196822,-6.241079506295366
2020-11,666510.1817784179,749452.1686589982,666510.1817784179,752126.2666089799,12.44421903042352,-11.383206335362917
2020-12,749461.9764552447,795757.1217139334,749461.9764552447,795757.1217139334,6.177117280539357,-5.817748153981506
2021-01,791509.9476820149,815221.8067117077,791509.9476820149,847788.9663891944,2.995775239355414,-6.638328751419897
2021-02,827897.6323228222,876801.3671486888,827897.6323228222,902353.1426280455,5.9069784616556875,-8.251260708016861
2021-03,895739.2287362132,881350.9967115403,868736.1427083563,922264.3353090906,-1.6062969626744028,-5.803996809959555
2021-04,887304.173176311,906483.6476208253,884404.0621705279,918710.2876431032,2.1615444877101098,-3.734172342903208
2021-05,908258.8700668644,902148.8174195928,889561.0126071614,926663.68867038,-0.6727214947894633,-4.003898773292313
2021-06,905059.0862929211,931031.5448753405,902334.5945078717,933432.6430856753,2.86969756734905,-3.3315792851428383
2021-07,940147.483044436,920798.5962666617,893533.5772713766,941878.6705606484,-2.05806930579846,-5.132836616896174
2021-08,921516.9958104239,936856.915916057,910738.3181234315,939981.5333438829,1.6646377848020588,-3.111041460189301
2021-09,933908.6079584077,910442.5275976581,905363.2381168321,936971.7006832078,-2.5126741696972044,-3.3734703559699764
2021-10,921129.7582720036,961924.1739614757,917345.3261146911,970034.1688307079,4.428737137534289,-5.431648122202604
2021-11,970066.4047386564,935264.9592987277,935264.9592987277,987220.5417244352,-3.5875322833496592,-5.262814156495743
2021-12,927647.5744802419,947610.0703815976,914148.6105613704,959012.4732899228,2.1519482668340695,-4.678131304658173
2022-01,952816.6809114972,932901.5879646697,912344.0186125197,965741.4058096672,-2.090128494368515,-5.529159967246066
2022-02,941919.5763126769,929208.6565700927,919684.9412838378,950097.098768846,-1.3494697490356367,-3.200952568365578
2022-03,909324.6090876021,955009.2080414721,891855.7137714782,968198.0722144076,5.024014361572049,-7.88499384927751
2022-04,954081.5616880199,901480.7643581665,899044.0740263398,958029.6224284908,-5.513239060692965,-6.156964985344571
2022-05,909139.292053105,916099.7573519836,884073.7577639709,924930.103946794,0.7656104361257743,-4.417236070972708
2022-06,916895.7736445556,872084.4147752309,868081.7086595516,926889.2883537033,-4.887290372296582,-6.344617467594538
2022-07,873334.693454917,914421.6167177756,865565.4417414642,914421.6167177756,4.704602207009367,-5.342849959264495
2022-08,913481.8689879181,902801.5506786008,900718.1272958417,952310.5648646436,-1.169187771745317,-5.4176063431717765
2022-09,891422.2194372499,870684.553304313,865464.2771869882,918824.4200919224,-2.326357328856865,-5.807436299918534
2022-10,883316.702175227,899848.778258,860051.1940864701,911925.3680945309,1.8715910207586672,-5.6884231783629335
2022-11,903027.3103274906,932989.650118012,889098.4103168375,932989.650118012,3.3179882211596956,-4.7043651336992625
2022-12,929808.5662676406,887557.7933735177,880816.6238159463,929808.5662676406,-4.544029214929946,-5.26903539385033
2023-01,884593.4547409341,964804.8214823203,884593.4547409341,964953.742195745,9.067596680881751,-8.327890129940496
2023-02,976194.4708858171,941917.4949946456,936909.4735732131,980739.307463554,-3.511285600713132,-4.469060591004171
2023-03,943351.9657738477,939785.1941830609,898506.68928243,956231.651313632,-0.3780955274589215,-6.036713170067298
2023-04,941688.137126161,930576.6864968739,912647.7581235371,944767.8060724227,-1.179950154538112,-3.3997822261127464
2023-05,931306.2858478031,959780.4843195858,918384.8967070733,967207.6516293469,3.0574472549448783,-5.047804867964734
2023-06,966346.0999876581,993657.0255585895,966346.0999876581,1013345.3599881735,2.826205390726999,-4.638029822435252
2023-07,996084.2643002543,1050039.662431919,984021.3158225092,1050039.662431919,5.416750375990342,-6.287224089851007
2023-08,1050698.4918714485,1073044.0958225855,1024949.9019394371,1073044.0958225855,2.1267379865879787,-4.482033317212353
2023-09,1086471.072283996,1040016.2089888739,1031906.069918363,1086471.072283996,-4.27575703395987,-5.022223210317566
2023-10,1042617.3957026498,997800.5429534299,994738.7215022427,1050402.9287155995,-4.298494628417037,-5.299319498415834
2023-11,997494.7034956572,1062610.2340649613,997494.7034956572,1062610.2340649613,6.527907400521604,-6.127884757914293
2023-12,1070479.650550264,1082991.6197972423,1056542.4270782159,1088096.2670827038,1.1688189719951003,-2.899912531552651
2024-01,1077605.7990089254,1042940.1759422645,1042940.1759422645,1077605.7990089254,-3.216911332376171,-3.216911332376171
2024-02,1044204.8125375536,1133773.339346359,1037278.2258027915,1133773.339346359,8.577678031490986,-8.510970420172226
2024-03,1141503.8840946597,1206235.11607106,1141503.8840946597,1217124.1677182694,5.670697478856113,-6.213029502599909
2024-04,1207540.218028877,1147686.9398631407,1142063.959778232,1207540.218028877,-4.956628133134766,-5.422283852170551
2024-05,1144924.3398506348,1193673.48112931,1144924.3398506348,1203421.598393327,4.257848277121523,-4.860911472819773
2024-06,1192174.4766872237,1218482.3300209085,1187222.678564916,1234046.5814121584,2.2067116725052127,-3.794338362305616
2024-07,1216917.398422834,1212079.499539968,1210851.3298126427,1235765.164071646,-0.3975535964179655,-2.0160654292047164
2024-08,1209196.6674499002,1225312.1373598939,1184723.4499428638,1225312.1373598939,1.3327418395867596,-3.312518188588587
2024-09,1212908.124730024,1250599.3932448192,1199286.7399060228,1251386.5836516186,3.1075122465013427,-4.163369211899759
2024-10,1252936.861140062,1281033.4472960979,1249359.9980839777,1281033.4472960979,2.242458261661362,-2.472491977393243
2024-11,1284397.9237898665,1305713.001404387,1282836.0422006338,1313230.9364368743,1.6595384669905178,-2.3145125044578663
2024-12,1307438.6356530017,1272285.504304924,1272285.504304924,1322209.373400194,-2.6887021990535276,-3.775791497142833
2025-01,1271623.977254842,1290164.9705134677,1271623.977254842,1300294.3762874708,1.4580562800216912,-2.204916021746328
2025-02,1286983.121073598,1249651.5353831924,1247105.7852295702,1311305.4358686614,-2.9007051513825433,-4.895857889627575
2025-03,1236432.1230990875,1206817.0109766407,1206379.6265788884,1236432.1230990875,-2.3952072717277173,-2.4305819914216764
2025-04,1207980.2303544655,1177282.3368501305,1158515.82608171,1212549.826355137,-2.5412579389090806,-4.456229269839607
2025-05,1176111.403807627,1189275.2331415713,1170485.8332664757,1212853.585441882,1.119267213235653,-3.493228917649638
2025-06,1189867.0617456413,1226638.9128195578,1189867.0617456413,1226638.9128195578,3.0904167579837827,-2.997773076462462
2025-07,1230767.4627343481,1234460.922871502,1230767.4627343481,1251526.2151397099,0.30009406723738863,-1.6586749965157077
2025-08,1220797.5212020325,1227580.498239107,1212390.0252073698,1230407.0394225786,0.5556185132482794,-1.4643133237976391
2025-09,1220818.6858662302,1259640.524977985,1217462.376208398,1259640.524977985,3.1799840190199102,-3.348427423000244
2025-10,1268283.5041676273,1289195.7871717492,1243972.2480728342,1289195.7871717492,1.648865016015999,-3.507887595423098
2025-11,1294374.9047743569,1273929.3699915702,1273929.3699915702,1294374.9047743569,-1.579568230763162,-1.579568230763162
