ticker,sector,entry_date,exit_date,entry_price,exit_price,shares,pl,pl_pct,hold_days,reason,entry_reason,action,date
NFLX,Consumer Discretionary,2015-01-02,2015-01-14,48.85023117828369,46.273679695129395,71,-182.93515530395553,-5.274389539224342,12,STOP_LOSS,ML_SIGNAL,SELL,2015-01-14
LULU,Consumer Discretionary,2015-01-02,2015-01-14,55.845790916442866,63.33660152435303,62,464.43025769043015,13.413384401911333,12,TAKE_PROFIT,ML_SIGNAL,SELL,2015-01-14
BLDR,Industrials,2015-01-02,2015-01-16,6.87686988544464,6.10389013338089,508,-392.67371404838514,-11.240284678059915,14,STOP_LOSS,ML_SIGNAL,SELL,2015-01-16
UAL,Industrials,2015-01-02,2015-01-22,66.95688938903808,72.26765634155274,52,276.15988153076205,7.931621377536861,20,TAKE_PROFIT,ML_SIGNAL,SELL,2015-01-22
FTNT,Technology,2015-01-02,2015-01-29,6.138131969451903,5.838155862808228,570,-170.98638078689464,-4.887091188925037,27,STOP_LOSS,ML_SIGNAL,SELL,2015-01-29
NFLX,Consumer Discretionary,2015-01-22,2015-02-03,58.527039279937746,65.20901007843018,59,394.23627711105337,11.416895302925251,12,TAKE_PROFIT,ML_SIGNAL,SELL,2015-02-03
HCA,Health Care,2015-01-02,2015-02-09,68.3898776473999,62.55227235031128,51,-297.7178701515195,-8.535773857040315,38,STOP_LOSS,ML_SIGNAL,SELL,2015-02-09
AMZN,Retailing,2015-02-03,2015-02-20,18.2417227973938,19.16381756401062,192,177.04219519043,5.054866674920435,17,TAKE_PROFIT,ML_SIGNAL,SELL,2015-02-20
NFLX,Consumer Discretionary,2015-02-10,2015-02-23,63.359011047363275,67.33831022644043,71,282.5302417144776,6.280557592829964,13,TAKE_PROFIT,ML_SIGNAL,SELL,2015-02-23
AMD,Technology,2015-02-09,2015-03-11,3.03302997136116,2.837159914255142,1160,-227.20926624298045,-6.457900480888268,30,STOP_LOSS,ML_SIGNAL,SELL,2015-03-11
