date,cash,position_value,total_value,num_positions,drawdown
2015-04-30,59896.6906927786,48843.314007759094,108740.00470053768,12,-0.014950799042169383
2015-05-01,59896.6906927786,49859.34094238281,109756.0316351614,12,-0.005746858662922932
2015-05-04,59896.6906927786,49886.487135887146,109783.17782866574,12,-0.005500947911915229
2015-05-05,59896.6906927786,49299.948095321655,109196.63878810024,12,-0.010814262131743954
2015-05-06,59896.6906927786,49154.55442714691,109051.2451199255,12,-0.012131347937048788
2015-05-07,59896.6906927786,49185.05715751648,109081.74785029507,12,-0.01185503113661898
2015-05-08,59896.6906927786,49515.25358390808,109411.94427668667,12,-0.00886386218392378
2015-05-11,59896.6906927786,49607.278869628906,109503.9695624075,12,-0.008030227548567115
2015-05-12,60158.29789094449,49313.661273002625,109471.95916394712,12,-0.00832020194678949
2015-05-13,60158.29789094449,49361.99181652069,109520.28970746518,12,-0.007882387331961782
2015-05-14,60008.09533437443,49941.91093635559,109950.00627073002,12,-0.003989689713931589
2015-05-15,60008.09533437443,49740.08449459076,109748.17982896519,12,-0.005817986261647541
2015-05-18,60008.09533437443,50307.83971595764,110315.93505033207,12,-0.0006748300820311694
2015-05-19,60008.09533437443,50193.50233268738,110201.59766706181,12,-0.001710584571284245
2015-05-20,60008.09533437443,50289.73600292206,110297.83133729649,12,-0.0008388272062650917
2015-05-21,60008.09533437443,50621.49064254761,110629.58597692204,12,0.0
2015-05-22,60008.09533437443,50649.18207168579,110657.27740606022,12,0.0
2015-05-26,60008.09533437443,50310.25712966919,110318.35246404362,12,-0.003062834636468655
2015-05-27,60199.21145497991,50988.55854034424,111187.76999532414,12,0.0
2015-05-28,43704.02959293843,67620.20194244385,111324.23153538228,15,0.0
2015-05-29,43704.02959293843,67761.21617984772,111465.24577278615,15,0.0
2015-06-01,43704.02959293843,67557.87790775299,111261.90750069142,15,-0.001824230240421458
2015-06-02,43704.02959293843,67348.06876182556,111052.09835476399,15,-0.003706513318638591
2015-06-03,43704.02959293843,67366.66744995117,111070.6970428896,15,-0.0035396569321778063
2015-06-04,43704.02959293843,67045.51795196533,110749.54754490376,15,-0.0064208195381481
2015-06-05,43704.02959293843,67594.24053382874,111298.27012676717,15,-0.0014980063504219936
2015-06-08,43704.02959293843,66984.12353229523,110688.15312523366,15,-0.006971613817068483
2015-06-09,43704.02959293843,67081.94190788269,110785.97150082112,15,-0.0060940454332256925
2015-06-10,43704.02959293843,67753.56952571869,111457.59911865712,15,-6.860124046750386e-05
2015-06-11,43704.02959293843,67523.49581432343,111227.52540726186,15,-0.0021326859675065697
2015-06-12,43704.02959293843,67379.34137058258,111083.37096352101,15,-0.0034259540417069636
2015-06-15,43704.02959293843,67174.22233963013,110878.25193256856,15,-0.0052661601932330986
2015-06-16,43704.02959293843,67422.83951473236,111126.86910767079,15,-0.003035714520426509
2015-06-17,43704.02959293843,67719.38572025299,111423.41531319142,15,-0.00037527804567887403
2015-06-18,43704.02959293843,68409.75856494904,112113.78815788747,15,0.0
2015-06-19,43704.02959293843,68082.90214443207,111786.9317373705,15,-0.0029153989521490684
2015-06-22,48853.375092938426,63098.71892929077,111952.0940222292,14,-0.0014422323811818572
2015-06-23,48853.375092938426,63349.198610305786,112202.57370324421,14,0.0
2015-06-24,48853.375092938426,62894.05974197388,111747.4348349123,14,-0.004056403104760059
2015-06-25,48853.375092938426,62990.65836238861,111844.03345532704,14,-0.0031954725821659873
2015-06-26,48853.375092938426,62477.45690059662,111330.83199353504,14,-0.007769355737015166
2015-06-29,48853.375092938426,60900.90705394745,109754.28214688587,14,-0.021820279834521727
2015-06-30,53569.93359830952,56525.80483531952,110095.73843362904,13,-0.018777067228309522
2015-07-01,53569.93359830952,56544.06326198578,110113.9968602953,13,-0.01861433988557895
2015-07-02,53569.93359830952,56715.46470928192,110285.39830759144,13,-0.017086732793878286
2015-07-06,53569.93359830952,56150.42776298523,109720.36136129475,13,-0.022122597192061465
2015-07-07,53569.93359830952,56007.795298576355,109577.72889688588,13,-0.023393802118127707
2015-07-08,53569.93359830952,54891.12153053284,108461.05512884236,13,-0.033346102953908184
2015-07-09,57143.81466639424,51642.78455543518,108786.59922182941,12,-0.030444707003329914
2015-07-10,57143.81466639424,52403.7113161087,109547.52598250294,12,-0.023662984128718867
2015-07-13,57143.81466639424,52811.40242481232,109955.21709120655,12,-0.020029456881992036
2015-07-14,58526.42281130124,52144.83298397064,110671.25579527189,12,-0.013647796636308737
2015-07-15,58526.42281130124,51644.653158187866,110171.07596948912,12,-0.01810562509134634
2015-07-16,58526.42281130124,52098.92459011078,110625.34740141203,12,-0.01405695297153936
2015-07-17,58526.42281130124,51805.82318878174,110332.24600008299,12,-0.016669205005117853
2015-07-20,58526.42281130124,51615.70422744751,110142.12703874876,12,-0.01836363103349987
2015-07-21,43697.386176779764,66445.96790218353,110143.3540789633,15,-0.018352695097058856
2015-07-22,43697.386176779764,66174.0640039444,109871.45018072416,15,-0.020776025411729473
2015-07-23,43697.386176779764,65960.70422363281,109658.09040041258,15,-0.022677584112832737
2015-07-24,43697.386176779764,64592.4009475708,108289.78712435057,15,-0.03487252074308268
2015-07-27,43697.386176779764,63660.79984664917,107358.18602342893,15,-0.043175370403069534
2015-07-28,48405.86961253263,59765.48496055603,108171.35457308867,14,-0.0359280451161254
2015-07-29,48405.86961253263,60118.36506175995,108524.23467429259,14,-0.032783018317210574
2015-07-30,48405.86961253263,61479.823855400085,109885.69346793272,14,-0.020649082804813576
2015-07-31,48405.86961253263,61459.17586898804,109865.04548152068,14,-0.020833106982963524
2015-08-03,48405.86961253263,61563.50252532959,109969.37213786223,14,-0.019903300714726947
2015-08-04,60983.751353262924,49517.89159870148,110501.6429519644,12,-0.015159462881648952
2015-08-05,61180.17057203677,49726.683327674866,110906.85389971163,12,-0.011548039949239785
2015-08-06,61180.17057203677,49641.166642189026,110821.33721422579,12,-0.01231020326388902
2015-08-07,62741.03090838626,47722.993151664734,110464.02406005099,12,-0.015494739432549736
2015-08-10,62741.03090838626,48153.85779428482,110894.88870267107,12,-0.01165467918794566
2015-08-11,62741.03090838626,47917.53888654709,110658.56979493334,12,-0.013760859999472795
2015-08-12,62741.03090838626,48048.81602525711,110789.84693364336,12,-0.012590858863338194
2015-08-13,62741.03090838626,47805.47218990326,110546.50309828951,12,-0.014759649001766323
2015-08-14,62741.03090838626,47910.02814245224,110651.05905083849,12,-0.013827799142194362
2015-08-17,62096.25304838923,49019.02293121815,111115.27597960738,12,-0.009690488263776728
2015-08-18,62096.25304838923,48401.385436177254,110497.63848456649,12,-0.015195152503248049
2015-08-19,62096.25304838923,48243.880826592445,110340.13387498168,12,-0.016598904702385477
2015-08-20,62096.25304838923,46690.47493541241,108786.72798380164,12,-0.03044355941849315
2015-08-21,62096.25304838923,45299.64359563589,107395.89664402512,12,-0.042839276324729336
2015-08-24,62096.25304838923,44156.47270488739,106252.72575327662,12,-0.053027731482380026
2015-08-25,98307.7621760891,7366.14210319519,105673.9042792843,5,-0.058186449815554875
2015-08-26,97989.04393184549,7728.841344833374,105717.88527667886,5,-0.057794471307905944
2015-08-27,90085.48366878206,15816.220361709595,105901.70403049166,8,-0.05615619557370608
2015-08-28,90085.48366878206,15798.328713417053,105883.81238219912,8,-0.05631565402195756
2015-08-31,90085.48366878206,15903.198863983154,105988.68253276522,8,-0.05538100388778627
2015-09-01,90085.48366878206,15364.006174087524,105449.48984286959,8,-0.06018653260339041
2015-09-02,90085.48366878206,15740.986322402954,105826.46999118502,8,-0.05682671530265295
2015-09-03,90085.48366878206,15916.116037368774,106001.59970615084,8,-0.0552658802060445
2015-09-04,90085.48366878206,15708.221308708191,105793.70497749026,8,-0.05711873189918327
2015-09-08,90085.48366878206,16160.218487739563,106245.70215652163,8,-0.053090328948045766
2015-09-09,90085.48366878206,15993.288403511047,106078.77207229311,8,-0.05457808523312008
2015-09-10,90085.48366878206,15983.103043556213,106068.58671233828,8,-0.05466886176006297
2015-09-11,75355.74819773945,31138.940139770508,106494.68833750996,12,-0.05087125167761832
2015-09-14,75355.74819773945,30981.489426612854,106337.2376243523,12,-0.05227452352746093
2015-09-15,75355.74819773945,31027.13818836212,106382.88638610157,12,-0.05186768115083239
2015-09-16,75355.74819773945,31122.71367931366,106478.46187705311,12,-0.05101586921999096
2015-09-17,75355.74819773945,30893.291011810303,106249.03920954975,12,-0.053060587624669794
2015-09-18,75355.74819773945,30424.0487241745,105779.79692191395,12,-0.05724268677042438
2015-09-21,75355.74819773945,30230.956692695618,105586.70489043507,12,-0.05896361014237461
2015-09-22,73177.93921549877,31686.233448266983,104864.17266376576,12,-0.06540314359354374
2015-09-23,73177.93921549877,31711.614285945892,104889.55350144467,12,-0.06517693810786535
2015-09-24,73177.93921549877,31490.144463777542,104668.08367927631,12,-0.06715077716394705
2015-09-25,81332.39797587665,23341.021049261093,104673.41902513774,9,-0.06710322615254566
2015-09-28,81332.39797587665,22768.450287103653,104100.8482629803,9,-0.07220623531944576
2015-09-29,81332.39797587665,22828.245147943497,104160.64312382015,9,-0.07167331652029245
2015-09-30,81332.39797587665,23506.827095508575,104839.22507138523,9,-0.06562548780149846
2015-10-01,81332.39797587665,23598.140027999878,104930.53800387653,9,-0.06481166571634016
2015-10-02,81332.39797587665,23898.60449528694,105231.00247116359,9,-0.062133790714277035
2015-10-05,81332.39797587665,24347.881199359894,105680.27917523654,9,-0.05812963386435299
2015-10-06,85329.34687039265,20184.210508584976,105513.55737897762,8,-0.0596155337929934
2015-10-07,85329.34687039265,20530.274739980698,105859.62161037335,8,-0.05653125310339888
2015-10-08,70595.09904276165,36142.57189035416,106737.6709331158,12,-0.048705681070936035
2015-10-09,70595.09904276165,36146.64519572258,106741.74423848423,12,-0.04866937793426114
2015-10-12,68636.71875857432,37401.33227992058,106038.0510384949,12,-0.054941009473217374
2015-10-13,68636.71875857432,37016.86865544319,105653.58741401751,12,-0.0583675228925461
2015-10-14,68636.71875857432,36999.87321019173,105636.59196876605,12,-0.05851899397463032
2015-10-15,68636.71875857432,37537.12394666672,106173.84270524104,12,-0.05373077282476683
2015-10-16,68636.71875857432,37414.245764255524,106050.96452282985,12,-0.05482591866996094
2015-10-19,68636.71875857432,36697.08080911636,105333.79956769069,12,-0.06121761657375353
2015-10-20,54547.63054926749,50511.17488384247,105058.80543310996,15,-0.06366848847004392
2015-10-21,57804.620397874074,46537.470254302025,104342.09065217609,14,-0.07005617421805042
2015-10-22,57804.620397874074,47417.37869131565,105221.99908918972,14,-0.06221403291975163
2015-10-23,53114.80135283013,52678.18614792824,105792.98750075838,15,-0.05712512637578215
2015-10-26,53114.80135283013,52173.269033551216,105288.07038638135,15,-0.06162517568581346
2015-10-27,53114.80135283013,51555.02280783653,104669.82416066667,15,-0.06713526520791153
2015-10-28,51919.24334487267,53431.742473363876,105350.98581823654,15,-0.06106444494873083
2015-10-29,55803.19553170128,48243.889615893364,104047.08514759465,14,-0.0726853964795796
2015-10-30,50233.106688634114,53870.1390465498,104103.24573518391,15,-0.07218486796462957
2015-11-02,50233.106688634114,54428.8699119091,104661.97660054322,15,-0.06720520620716355
2015-11-03,50233.106688634114,54745.5396194458,104978.64630807991,15,-0.0643829027867961
2015-11-04,50233.106688634114,54679.379272699356,104912.48596133347,15,-0.06497255367057554
2015-11-05,50233.106688634114,54502.63325691223,104735.73994554635,15,-0.0665477939699165
2015-11-06,50233.106688634114,55042.21100986004,105275.31769849415,15,-0.06173883339852271
2015-11-09,50868.00807980569,53927.43017196655,104795.43825177224,15,-0.06601573570908029
2015-11-10,50868.00807980569,53738.304067611694,104606.31214741738,15,-0.06770131294775454
2015-11-11,49956.39271517595,54178.55474281311,104134.94745798907,15,-0.07190232789661828
2015-11-12,49956.39271517595,53198.75809288025,103155.1508080562,15,-0.0806347180512706
2015-11-13,58801.92991751512,43808.93625831604,102610.86617583115,13,-0.08548562845609421
2015-11-16,61871.628142612775,41334.828395843506,103206.45653845629,12,-0.08017745821571837
2015-11-17,61871.628142612775,41321.4098739624,103193.03801657518,12,-0.08029705014162725
2015-11-18,61871.628142612775,41886.088651657104,103757.71679426989,12,-0.07526437790374992
2015-11-19,48013.27082768663,55764.552740097046,103777.82356778368,15,-0.07508517725932468
2015-11-20,48013.27082768663,56003.33059883118,104016.60142651781,15,-0.0729570811662203
2015-11-23,48013.27082768663,56054.490102767944,104067.76093045458,15,-0.0725011245669352
2015-11-24,48013.27082768663,56273.57544326782,104286.84627095445,15,-0.0705485370881549
2015-11-25,47823.369329243025,56453.32323265076,104276.69256189378,15,-0.07063903152803759
2015-11-27,47823.369329243025,56448.41249656677,104271.7818258098,15,-0.07068279822537711
2015-11-30,47823.369329243025,56004.24761390686,103827.61694314989,15,-0.07464139621471244
2015-12-01,47823.369329243025,56656.22249984741,104479.59182909044,15,-0.0688307016430807
2015-12-02,48127.00090254625,56141.030420303345,104268.0313228496,15,-0.07071622440123403
2015-12-03,48127.00090254625,55048.70734786987,103175.70825041612,15,-0.08045150084259688
2015-12-04,47899.65396381792,55778.11614608765,103677.77010990557,15,-0.07597689885336523
2015-12-07,47899.65396381792,54913.19062232971,102812.84458614764,15,-0.0836855056634506
2015-12-08,47899.65396381792,55117.124614715576,103016.7785785335,15,-0.08186795384039497
2015-12-09,52460.68852235063,49929.84090232849,102390.52942467912,14,-0.08744936907165964
2015-12-10,52460.68852235063,50422.74069213867,102883.4292144893,14,-0.08305642358438577
2015-12-11,52460.68852235063,49227.328090667725,101688.01661301835,14,-0.09371048045684754
2015-12-14,56855.95898771318,45076.73679924011,101932.69578695329,13,-0.09152978917803538
2015-12-15,56855.95898771318,45601.295234680176,102457.25422239336,13,-0.08685468754598702
2015-12-16,56855.95898771318,46085.010734558105,102940.96972227129,13,-0.0825435965975987
2015-12-17,56855.95898771318,45289.587465286255,102145.54645299944,13,-0.08963276793314759
2015-12-18,56855.95898771318,44779.69319343567,101635.65218114885,13,-0.0941771759179338
2015-12-21,56855.95898771318,45232.331241607666,102088.29022932085,13,-0.09014306125164152
2015-12-22,56855.95898771318,45691.09729766846,102547.05628538164,13,-0.08605433101204697
2015-12-23,56855.95898771318,46375.68967628479,103231.64866399797,13,-0.07995293461781668
2015-12-24,56855.95898771318,46498.87051200867,103354.82949972185,13,-0.078855091389642
2015-12-28,56855.95898771318,46402.46314239502,103258.4221301082,13,-0.07971431739874076
2015-12-29,56855.95898771318,46885.677574157715,103741.6365618709,13,-0.07540769219564415
2015-12-30,61766.043949604355,41646.076318740845,103412.1202683452,12,-0.07834449019100216
2015-12-31,61766.043949604355,41191.23553085327,102957.27948045763,12,-0.08239823666824916
2016-01-04,61766.043949604355,40733.24856567383,102499.29251527818,12,-0.08648002329812396
2016-01-05,61766.043949604355,40683.485357284546,102449.5293068889,12,-0.08692353548101645
2016-01-06,61766.043949604355,39613.58748626709,101379.63143587144,12,-0.0964589484016429
2016-01-07,61766.043949604355,38590.10808181763,100356.15203142198,12,-0.10558065898874924
2016-01-08,65561.24116920885,34463.22771835327,100024.46888756212,11,-0.1085367689326896
2016-01-11,65561.24116920885,34416.32955932617,99977.57072853502,11,-0.1089547465020022
2016-01-12,65561.24116920885,34821.87932777405,100383.1204969829,11,-0.10534030384652013
2016-01-13,65561.24116920885,34024.4850025177,99585.72617172655,11,-0.11244704212299954
2016-01-14,65561.24116920885,34378.24338531494,99939.48455452379,11,-0.10929418768195197
2016-01-15,65561.24116920885,33710.79040145874,99272.03157066759,11,-0.11524283005107885
2016-01-19,91916.48865019642,7338.750663757324,99255.23931395375,5,-0.1153924902251695
2016-01-20,91916.48865019642,7305.345752716064,99221.83440291249,5,-0.1156902098757865
2016-01-21,91916.48865019642,7235.246131896973,99151.7347820934,5,-0.11631496934881333
2016-01-22,91916.48865019642,7403.7205810546875,99320.20923125111,5,-0.11481344898615836
2016-01-25,84538.09764787613,14602.442963600159,99140.54061147629,8,-0.1164147368518896
2016-01-26,87248.68454527984,12071.145077705383,99319.82962298523,6,-0.11481683222642954
2016-01-27,82294.22383794724,17095.250309944153,99389.4741478914,8,-0.1141961287736695
2016-01-28,82294.22383794724,17039.40290927887,99333.62674722611,8,-0.11469386602533888
2016-01-29,82294.22383794724,17676.620478630066,99970.8443165773,8,-0.10901469532256584
2016-02-01,84103.03716876541,15671.194927215576,99774.23209598099,7,-0.11076699220941197
2016-02-02,81610.9396230148,18148.456028938293,99759.39565195309,8,-0.11089922129773161
2016-02-03,81610.9396230148,18704.64389705658,100315.58352007138,8,-0.10594222387992457
2016-02-04,80853.36543739926,19376.732058525085,100230.09749592435,8,-0.10670411392687773
2016-02-05,80853.36543739926,18948.11650466919,99801.48194206845,8,-0.1105241292768777
2016-02-08,79795.4075740379,20125.126879692078,99920.53445372998,8,-0.1094630795368209
2016-02-09,79795.4075740379,19559.848945617676,99355.25651965558,8,-0.11450109172689295
2016-02-10,79795.4075740379,19559.13727092743,99354.54484496533,8,-0.11450743449307697
2016-02-11,79795.4075740379,19403.787405014038,99199.19497905194,8,-0.11589198264367702
2016-02-12,89611.25911372219,9789.274724960327,99400.53383868252,5,-0.11409755981552443
2016-02-16,82187.7178493465,17632.05335998535,99819.77120933186,8,-0.11036112706881983
2016-02-17,82187.7178493465,18239.67500925064,100427.39285859714,8,-0.10494572856938487
2016-02-18,82187.7178493465,18233.028287410736,100420.74613675724,8,-0.10500496715563588
2016-02-19,82187.7178493465,18117.669573307037,100305.38742265354,8,-0.10603309610398605
2016-02-22,82187.7178493465,18747.623122692108,100935.34097203861,8,-0.10041866562709534
2016-02-23,82187.7178493465,18190.848707199097,100378.5665565456,8,-0.10538089061995139
2016-02-24,82187.7178493465,18361.02607011795,100548.74391946445,8,-0.10386419312093552
2016-02-25,82407.10025625072,18153.22377681732,100560.32403306804,8,-0.10376098591969773
2016-02-26,67030.9761296829,33964.84927082062,100995.82540050351,12,-0.09987960108990503
2016-02-29,64412.30922570455,36656.655178546906,101068.96440425146,12,-0.0992277532638348
2016-03-01,64412.30922570455,37014.238440036774,101426.54766574132,12,-0.09604080977681986
2016-03-02,64412.30922570455,37646.04582309723,102058.35504880178,12,-0.09040985709714718
2016-03-03,64412.30922570455,38062.86898088455,102475.1782065891,12,-0.08669494090556545
2016-03-04,64412.30922570455,37847.59634017944,102259.905565884,12,-0.08861354788221527
2016-03-07,64412.30922570455,38157.46294546127,102569.77217116582,12,-0.08585187678096788
2016-03-08,50612.286451233274,50182.0320045948,100794.31845582808,15,-0.10167552196787334
2016-03-09,50612.286451233274,50754.5501396656,101366.83659089888,15,-0.09657298183733223
2016-03-10,50612.286451233274,50892.3091506958,101504.59560192908,15,-0.09534521132830144
2016-03-11,50612.286451233274,51301.469811201096,101913.75626243437,15,-0.09169858677236699
2016-03-14,53886.90550095523,48674.6012468338,102561.50674778904,14,-0.08592554196621259
2016-03-15,49289.35064025272,52598.918848991394,101888.26948924412,15,-0.09192573640315582
2016-03-16,52962.07439421237,50495.610308647156,103457.68470285952,14,-0.07793839937676796
2016-03-17,48641.90338741649,56266.01476764679,104907.91815506328,15,-0.06501326402257043
2016-03-18,48641.90338741649,56603.47985649109,105245.38324390758,15,-0.06200562277419021
2016-03-21,48641.90338741649,56889.39216327667,105531.29555069316,15,-0.059457443197295914
2016-03-22,48641.90338741649,57042.32556056976,105684.22894798625,15,-0.05809443170615514
2016-03-23,48641.90338741649,55136.162095069885,103778.06548248637,15,-0.0750830212062618
2016-03-24,48641.90338741649,55619.308175086975,104261.21156250346,15,-0.07077700518478511
2016-03-28,48641.90338741649,55953.16805648804,104595.07144390453,15,-0.06780149517300889
2016-03-29,48641.90338741649,56800.97349739075,105442.87688480724,15,-0.06024547027161042
2016-03-30,49164.13081463588,56955.793009757996,106119.92382439387,15,-0.054211322237026946
2016-03-31,49164.13081463588,57507.6959066391,106671.82672127498,15,-0.04929251441769129
2016-04-01,49662.945974919916,56779.21079540253,106442.15677032244,15,-0.05133943672412582
2016-04-04,54710.6403210274,51030.654109954834,105741.29443098223,14,-0.0575858383547503
2016-04-05,49953.957332994105,55543.3060464859,105497.26337948,15,-0.05976075327379349
2016-04-06,49953.957332994105,56451.360527038574,106405.31786003268,15,-0.05166776172660923
2016-04-07,49953.957332994105,56382.66742992401,106336.62476291812,15,-0.05227998562528952
2016-04-08,49953.957332994105,57083.087208747864,107037.04454174197,15,-0.04603752829381745
2016-04-11,49953.957332994105,57603.48079967499,107557.4381326691,15,-0.04139954563663285
2016-04-12,49953.957332994105,58327.41676044464,108281.37409343875,15,-0.0349475014733293
2016-04-13,50554.319080163594,58022.28240585327,108576.60148601687,15,-0.03231630164578396
2016-04-14,50554.319080163594,57604.02039241791,108158.3394725815,15,-0.03604404156859172
2016-04-15,55899.468734504335,52505.46222496033,108404.93095946466,14,-0.033846306893312784
2016-04-18,55899.468734504335,52853.28141784668,108752.75015235101,14,-0.030746385194490862
2016-04-19,51007.99028473627,58948.73174285889,109956.72202759515,15,-0.020016044209368443
2016-04-20,51007.99028473627,59043.90330982208,110051.89359455835,15,-0.019167832231496103
2016-04-21,52301.8177453829,56808.21170043945,109110.02944582235,15,-0.027562150807708647
