date,regime,regime_changed,signals_generated,buy_orders,sell_orders,positions_open,portfolio_value,cash,exposure_pct
2014-01-02,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-01-03,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-01-06,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-01-07,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-01-08,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-01-09,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-01-10,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-01-13,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-01-14,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-01-15,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-01-16,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-01-17,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-01-21,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-01-22,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-01-23,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-01-24,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-01-27,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-01-28,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-01-29,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-01-30,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-01-31,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-02-03,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-02-04,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-02-05,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-02-06,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-02-07,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-02-10,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-02-11,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-02-12,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-02-13,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-02-14,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-02-18,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-02-19,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-02-20,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-02-21,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-02-24,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-02-25,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-02-26,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-02-27,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-02-28,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-03-03,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-03-04,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-03-05,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-03-06,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-03-07,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-03-10,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-03-11,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-03-12,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-03-13,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
2014-03-14,NEUTRAL_BULLISH,False,0,0,0,0,100000.0,100000.0,0.0
