year_month,start_value,end_value,min_value,max_value,return_pct,max_dd_month
2021-01,349815.46122988674,386432.65278972255,349815.46122988674,388503.8937377246,10.467573797652197,-9.958312678831483
2021-02,390848.6956318807,417050.898708074,390848.6956318807,443345.3130372715,6.703924912383918,-11.841022305107229
2021-03,425476.76123407134,420268.6819940865,401787.1139335504,461041.40023413184,-1.2240572728059451,-12.85227015849122
2021-04,426102.3607746422,436369.07540781953,421425.0120048309,444311.993723707,2.4094479585873962,-5.1511059890740345
2021-05,437173.587492218,420092.0387952854,412948.4067428638,444633.8657163796,-3.9072691456312425,-7.126191101630375
2021-06,428090.09276848333,435931.1365874231,421611.5086635888,437146.48579720856,1.8316340301713696,-3.553723440161982
2021-07,439625.937980932,435035.1103045458,406483.434174251,439625.937980932,-1.04425769268085,-7.538796268230774
2021-08,435634.085815012,448294.66104740486,428152.85136113927,455974.44789609767,2.9062407292364867,-6.10156921365429
2021-09,447964.6956107761,441028.85872298764,434580.2889592264,451335.0398253433,-1.5482998896445999,-3.712264590092673
2021-10,445806.6034075465,463767.4390838463,439446.0910545613,465671.7601821739,4.028840205374973,-5.631792900079002
2021-11,466142.25798526715,436845.64288126805,436845.64288126805,469275.7914946078,-6.2849086522692055,-6.910680073662478
2021-12,430221.2517279325,442076.352459187,428514.2683260388,452314.52832943934,2.755582315759608,-5.261882719377486
2022-01,442989.7890548769,410494.4260518942,407889.9157706222,443709.3993844121,-7.335465468021707,-8.072734916926416
2022-02,416312.54673174955,426703.17656687833,414847.1395299826,431962.15315798856,2.4958723720195586,-3.962155828440417
2022-03,434834.31216050533,455729.0067313932,425770.6310315849,462084.88833654154,4.805208325688715,-7.8587848729882115
2022-04,456033.3066314612,429421.31393071095,428545.38224907796,459321.9754022513,-5.835537078930175,-6.70043995308971
2022-05,435076.0704099743,440456.62316149427,413872.9188113727,447182.7473146526,1.2366924125360113,-7.448817894542337
2022-06,443653.41164196515,414940.0854957813,411183.69782514754,450467.5892995892,-6.472017433589783,-8.720692100295679
2022-07,419015.36457974534,427254.11946764914,411332.81961209176,427254.11946764914,1.966217848876961,-3.7264239547637468
2022-08,425762.5094792575,443355.0435535307,425762.5094792575,457831.30392591504,4.132006384448994,-7.004500166691708
2022-09,439466.3424920907,419048.4471906889,412360.5128111113,452653.83094532206,-4.646065768226437,-8.901574532145728
2022-10,424303.2176166614,446118.2084436811,417610.3954773939,448426.6596126951,5.1413682294364715,-6.872085652070092
2022-11,445297.42295352044,460246.1412363949,432191.85936234787,460246.1412363949,3.3570188176082816,-6.095495292732411
2022-12,462901.3984073051,435501.3757339261,431117.890105798,462901.3984073051,-5.919192028292352,-6.866150850022046
2023-01,435754.44967840565,452962.7622498904,434449.13264196494,458586.19288388494,3.94908476188478,-5.263363925139275
2023-02,456730.4721246883,435787.1384185186,435050.48574956565,462602.0665077627,-4.585490783818813,-5.955784194002245
2023-03,435098.06521369214,436358.2851819877,411295.26599063067,438451.089029189,0.28964044408623657,-6.193580930243858
2023-04,440582.0663221349,439783.4820919776,421667.85749607126,448354.0929824631,-0.1812566355284706,-5.952044579067916
2023-05,436027.5961662278,462796.8626943544,434631.30410632945,467778.1816249803,6.139351445526686,-7.086024705877547
2023-06,464655.449745336,499092.7739318962,464655.449745336,499092.7739318962,7.411367757643705,-6.899984528980441
2023-07,503513.0476715182,558552.2764179027,496316.06755670375,558552.2764179027,10.93104319757192,-11.142414325178486
2023-08,558338.566018275,540922.9325414443,502908.0813423898,558338.566018275,-3.119188703196374,-9.927754958999358
2023-09,547095.0387296865,515613.93924892007,504569.3960599812,547095.0387296865,-5.754228653555915,-7.772990003427315
2023-10,518428.57930007705,493188.66894592124,489391.4957067909,535192.0350826697,-4.86854146587209,-8.557776718183806
2023-11,494067.42377392977,555799.0773033741,494067.42377392977,555799.0773033741,12.494580812049417,-11.10682907732664
2023-12,555214.5509061383,578761.7669739621,548714.624786095,583702.3816513913,4.241102116180784,-5.994108978330715
2024-01,574628.8774904265,572822.3487382787,562520.0543272351,586016.4278792035,-0.31438182502024903,-4.009507657831691
2024-02,580320.1439808586,626962.2552809992,580320.1439808586,626962.2552809992,8.037306956154723,-7.439381064373007
2024-03,631580.1899045585,678632.2877337703,631580.1899045585,698320.0258950968,7.44990083307111,-9.557199208914591
2024-04,675206.3852693823,612396.7537524948,606385.2450662036,675206.3852693823,-9.302286365646372,-10.192608023948345
2024-05,611105.2852128185,651756.7875262728,611105.2852128185,676242.6639550601,6.65212743157626,-9.632249222679956
2024-06,653981.6016456118,682534.2241640888,652216.8844520083,691811.4281798207,4.365967245352187,-5.723314492214582
2024-07,683444.1839540845,692374.8709588401,682284.9155405408,708013.9678699288,1.3067178292581083,-3.633975245826615
2024-08,690677.28042734,699067.4336728037,665995.9492686808,699067.4336728037,1.2147718599158974,-4.730800322133433
2024-09,689242.2487820566,736020.6039841272,671361.0782790838,736020.6039841272,6.786925102854835,-8.78501571220115
2024-10,735132.9205658532,798683.3060742833,735132.9205658532,798683.3060742833,8.644747600136515,-7.95689418134895
2024-11,795558.0148774511,874277.0107761738,788338.6773606665,877392.5991512653,9.894815265087686,-10.149837356360658
2024-12,876425.1365335984,856421.2413369443,856421.2413369443,900587.7274893327,-2.2824419751095615,-4.9041847678200305
2025-01,858216.2880441505,866182.7132259025,839576.7156143917,868405.3387739158,0.9282537855238582,-3.3197197060334305
2025-02,860603.7006354835,828341.9473593989,822338.2591546883,892124.2909164182,-3.7487351323567397,-7.822456183772719
2025-03,816514.6578625571,783227.3445102016,779294.8089534084,816514.6578625571,-4.076756373179369,-4.558380985661847
2025-04,783985.073866857,776156.8367787406,742368.4377163255,786507.052924169,-0.9985186388186018,-5.6119795803152295
2025-05,779831.5029421237,830000.2526379332,779831.5029421237,832372.0007804601,6.433280715966783,-6.312141421032025
2025-06,833467.3094292395,876879.284906765,828771.6494977105,876879.284906765,5.208599663885338,-5.486232396762524
2025-07,869525.4811967443,875512.6673541156,869525.4811967443,889734.0883201915,0.6885578728677455,-2.2713086290310436
2025-08,863325.8430720139,837362.2226753358,837362.2226753358,871029.4441881943,-3.007395250012501,-3.865221978142952
2025-09,827941.8084752306,892920.2231629015,827941.8084752306,892920.2231629015,7.848186191652484,-7.277068320561087
2025-10,905726.4675479064,917430.9963034415,894767.1904410572,919921.1096789367,1.2922807464402553,-2.7343561282834883
2025-11,922629.038938989,911279.341648135,902425.2952558384,922629.038938989,-1.2301474169841953,-2.189801407766734
