regime,days,total_return_pct,avg_daily_return_pct,sharpe_ratio,max_drawdown_pct,trades_count,win_rate_pct
NEUTRAL_BEARISH,397,127.69959772137427,0.03194982048336587,1.978468326882709,-2.9532699794297184,442,60.18099547511312
BEAR_WEAK,302,117.97994851207565,0.0076607625605172956,0.6871069806793746,-2.4995955247657013,276,51.81159420289855
NEUTRAL_BULLISH,525,117.61601243075476,0.05963276525796191,2.455298997180828,-4.693408621525215,666,52.702702702702695
BEAR_STRONG,45,114.631098366385,0.01760257916059407,1.2231176970371653,-1.052672611545982,55,41.81818181818181
BULL_WEAK,164,110.80690561560536,0.18733016028465044,4.782904334063012,-3.3480215565105227,191,56.02094240837696
BULL_STRONG,4,4.970320011421414,1.5232607360017247,18.208102447533317,0.0,10,70.0
CRISIS,32,-0.4719356616735948,-0.018453423871848257,-4.136330806559641,-0.2107909864555424,6,0.0
