date,ticker,action,price,shares,value,reason,entry_date,entry_price,exit_price,cost,proceeds,pl,pl_pct,hold_days
2020-01-02,WDC,BUY,46.78500278878599,74,3462.0902063701633,NEW_CANDIDATE,,,,,,,,
2020-01-02,AMD,BUY,46.4144192731221,76,3527.4958647572794,NEW_CANDIDATE,,,,,,,,
2020-01-02,MTCH,BUY,80.19378338467732,43,3448.3326855411246,NEW_CANDIDATE,,,,,,,,
2020-01-02,SHOP,BUY,40.06270110246035,88,3525.517697016511,NEW_CANDIDATE,,,,,,,,
2020-01-02,APA,BUY,22.1441173555397,158,3498.7705421752726,NEW_CANDIDATE,,,,,,,,
2020-01-02,TPL,BUY,235.8398481581164,14,3301.7578742136297,NEW_CANDIDATE,,,,,,,,
2020-01-03,AMD,SELL,,76,,TAKE_PROFIT,2020-01-02,46.4144192731221,47.55542907714844,3527.4958647572794,3614.212609863281,86.71674510600178,2.458308908945202,1.0
2020-01-06,TPL,SELL,,14,,TAKE_PROFIT,2020-01-02,235.8398481581164,269.33123692103794,3301.7578742136297,3770.637316894531,468.8794426809013,14.200903292842845,4.0
2020-01-06,ON,BUY,24.855266989570644,141,3504.5926455294607,NEW_CANDIDATE,,,,,,,,
2020-01-07,WDC,SELL,,74,,TAKE_PROFIT,2020-01-02,46.78500278878599,49.53494807652064,3462.0902063701633,3665.5861576625275,203.49595129236423,5.877835040748983,5.0
2020-01-07,SHOP,SELL,,88,,TAKE_PROFIT,2020-01-02,40.06270110246035,41.4374516078404,3525.517697016511,3646.4957414899554,120.97804447344424,3.4314972968600492,5.0
2020-01-07,GE,BUY,60.062079827782036,59,3543.66270983914,NEW_CANDIDATE,,,,,,,,
2020-01-08,MTCH,SELL,,43,,TAKE_PROFIT,2020-01-02,80.19378338467732,84.54950081961495,3448.3326855411246,3635.628535243443,187.29584970231826,5.431490136889942,6.0
2020-01-08,WDC,BUY,50.959864661360434,69,3516.23066163387,NEW_CANDIDATE,,,,,,,,
2020-01-08,PAYC,BUY,279.96580286814856,12,3359.5896344177827,NEW_CANDIDATE,,,,,,,,
2020-01-09,APA,SELL,,158,,TAKE_PROFIT,2020-01-02,22.1441173555397,26.818502916608537,3498.7705421752726,4237.323460824149,738.5529186488766,21.108926971521257,7.0
2020-01-09,PAYC,SELL,,12,,TAKE_PROFIT,2020-01-08,279.96580286814856,285.2445273263114,3359.5896344177827,3422.934327915737,63.34469349795427,1.885489014759742,1.0
2020-01-09,TSLA,BUY,33.176338003157646,106,3516.6918283347104,NEW_CANDIDATE,,,,,,,,
2020-01-10,APA,BUY,27.680798921350647,124,3432.4190662474803,NEW_CANDIDATE,,,,,,,,
2020-01-10,MTCH,BUY,85.461601736993,41,3503.925671216713,NEW_CANDIDATE,,,,,,,,
2020-01-13,ON,SELL,,141,,TAKE_PROFIT,2020-01-06,24.855266989570644,25.23942925589425,3504.5926455294607,3558.7595250810896,54.16687955162888,1.5455970216888233,7.0
2020-01-13,TSLA,SELL,,106,,TAKE_PROFIT,2020-01-09,33.176338003157646,34.110590962001254,3516.6918283347104,3615.722641972133,99.0308136374224,2.816021945383748,4.0
2020-01-13,MTCH,SELL,,41,,TAKE_PROFIT,2020-01-10,85.461601736993,88.13746926443918,3503.925671216713,3613.636239842006,109.71056862529304,3.131075796684832,3.0
2020-01-14,WDC,SELL,,69,,TAKE_PROFIT,2020-01-08,50.959864661360434,52.85767593383789,3516.23066163387,3647.1796394348144,130.94897780094425,3.7241293419612242,6.0
2020-01-14,PCG,BUY,11.122646671836208,318,3537.001641643914,NEW_CANDIDATE,,,,,,,,
2020-01-14,ZS,BUY,58.63956894878936,58,3401.094999029783,NEW_CANDIDATE,,,,,,,,
2020-01-14,SMCI,BUY,2.8677774712603954,1227,3518.7629572365054,NEW_CANDIDATE,,,,,,,,
2020-01-15,PCG,SELL,,318,,TAKE_PROFIT,2020-01-14,11.122646671836208,11.57488831111363,3537.001641643914,3680.8144829341345,143.8128412902206,4.065953478703499,1.0
2020-01-15,SMCI,SELL,,1227,,STOP_LOSS,2020-01-14,2.8677774712603954,2.745485748563494,3518.7629572365054,3368.711013487407,-150.05194374909843,-4.264337938436841,1.0
2020-01-15,MTCH,BUY,86.3605528121177,39,3368.06155967259,NEW_CANDIDATE,,,,,,,,
2020-01-16,MTCH,SELL,,39,,TAKE_PROFIT,2020-01-15,86.3605528121177,91.6795189993722,3368.06155967259,3575.501240975516,207.4396813029257,6.1590228571443015,1.0
2020-01-16,PCG,BUY,12.60607137590082,276,3479.2756997486263,NEW_CANDIDATE,,,,,,,,
2020-01-16,SMCI,BUY,2.739180344485813,1263,3459.584775085582,NEW_CANDIDATE,,,,,,,,
2020-01-17,ZS,SELL,,58,,TAKE_PROFIT,2020-01-14,58.63956894878936,61.98562741960798,3401.094999029783,3595.166390337263,194.07139130747964,5.706144384759662,3.0
2020-01-17,MTCH,BUY,88.77412620155425,38,3373.416795659062,NEW_CANDIDATE,,,,,,,,
2020-01-21,PCG,SELL,,276,,TAKE_PROFIT,2020-01-16,12.60607137590082,13.402178682599748,3479.2756997486263,3699.0013163975304,219.72561664890418,6.315268912572209,5.0
2020-01-21,PAYC,BUY,296.9368809278578,12,3563.242571134294,NEW_CANDIDATE,,,,,,,,
2020-01-22,SMCI,SELL,,1263,,TAKE_PROFIT,2020-01-16,2.739180344485813,2.8913714408874513,3459.584775085582,3651.802129840851,192.2173547552693,5.556081647125248,6.0
2020-01-22,PAYC,SELL,,12,,TAKE_PROFIT,2020-01-21,296.9368809278578,303.5938912527902,3563.242571134294,3643.126695033482,79.88412389918813,2.2418940699217806,1.0
2020-01-22,PCG,BUY,12.927740462016367,266,3438.7789628963533,NEW_CANDIDATE,,,,,,,,
2020-01-23,PCG,SELL,,266,,TAKE_PROFIT,2020-01-22,12.927740462016367,13.911192294529506,3438.7789628963533,3700.377150344849,261.59818744849554,7.607298703146692,1.0
2020-01-23,MRNA,BUY,21.87323308415927,159,3477.844060381324,NEW_CANDIDATE,,,,,,,,
2020-01-23,SMCI,BUY,2.9532858793024155,1202,3549.8496269215034,NEW_CANDIDATE,,,,,,,,
2020-01-24,MTCH,SELL,,38,,STOP_LOSS,2020-01-17,88.77412620155425,86.22975638253348,3373.416795659062,3276.7307425362724,-96.68605312278942,-2.8661164326686746,7.0
2020-01-24,PCG,BUY,13.452213042749495,257,3457.21875198662,NEW_CANDIDATE,,,,,,,,
2020-01-27,PAYC,BUY,306.34371161268353,11,3369.780827739519,NEW_CANDIDATE,,,,,,,,
2020-01-28,MRNA,SELL,,159,,TAKE_PROFIT,2020-01-23,21.87323308415927,23.317256491524827,3477.844060381324,3707.4437821524475,229.5997217711233,6.601783110021015,5.0
2020-01-28,PCG,SELL,,257,,TAKE_PROFIT,2020-01-24,13.452213042749495,14.591721507481166,3457.21875198662,3750.0724274226595,292.85367543603934,8.470788123191712,4.0
2020-01-29,GE,SELL,,59,,TAKE_PROFIT,2020-01-07,60.062079827782036,61.50432771955217,3543.66270983914,3628.755335453578,85.09262561443802,2.4012619874395633,22.0
2020-01-29,PAYC,SELL,,11,,TAKE_PROFIT,2020-01-27,306.34371161268353,323.35750994001114,3369.780827739519,3556.9326093401223,187.1517816006035,5.553826529606874,2.0
2020-01-29,PCG,BUY,14.966395348926872,236,3532.0693023467416,NEW_CANDIDATE,,,,,,,,
2020-01-29,MRNA,BUY,22.57964244760902,156,3522.4242218270074,NEW_CANDIDATE,,,,,,,,
2020-01-30,ANET,BUY,14.494573057325804,238,3449.7083876435413,NEW_CANDIDATE,,,,,,,,
2020-01-30,PAYC,BUY,322.04019156410783,11,3542.442107205186,NEW_CANDIDATE,,,,,,,,
2020-01-31,MRNA,SELL,,156,,STOP_LOSS,2020-01-29,22.57964244760902,20.773686327253067,3522.4242218270074,3240.6950670514784,-281.72915477552897,-7.99816084132541,2.0
2020-02-03,PCG,SELL,,236,,TAKE_PROFIT,2020-01-29,14.966395348926872,15.90570594242641,3532.0693023467416,3753.746602412633,221.67730006589136,6.276131103050747,5.0
2020-02-03,TSLA,BUY,43.56633328963617,80,3485.3066631708934,NEW_CANDIDATE,,,,,,,,
2020-02-04,ANET,SELL,,238,,STOP_LOSS,2020-01-30,14.494573057325804,14.274257332938058,3449.7083876435413,3397.273245239258,-52.4351424042834,-1.5199876775700825,5.0
2020-02-04,TSLA,SELL,,80,,TAKE_PROFIT,2020-02-03,43.56633328963617,45.76550478254045,3485.3066631708934,3661.240382603236,175.9337194323425,5.047869138501573,1.0
2020-02-04,PCG,BUY,17.022843030332318,204,3472.659978187793,NEW_CANDIDATE,,,,,,,,
2020-02-05,PAYC,SELL,,11,,TAKE_PROFIT,2020-01-30,322.04019156410783,330.3804661342076,3542.442107205186,3634.185127476284,91.74302027109798,2.589824123998987,6.0
2020-02-05,TSLA,BUY,59.7405504528897,59,3524.6924767204923,NEW_CANDIDATE,,,,,,,,
2020-02-05,MELI,BUY,704.8716052971359,4,2819.4864211885438,NEW_CANDIDATE,,,,,,,,
2020-02-06,TSLA,SELL,,59,,STOP_LOSS,2020-02-05,59.7405504528897,55.288705117361886,3524.6924767204923,3262.0336019243514,-262.65887479614094,-7.4519657113612565,1.0
2020-02-06,ZS,BUY,58.64893972432923,59,3460.287443735425,NEW_CANDIDATE,,,,,,,,
2020-02-07,SMCI,SELL,,1202,,STOP_LOSS,2020-01-23,2.9532858793024155,2.7725143432617188,3549.8496269215034,3332.562240600586,-217.28738632091745,-6.121030724035293,15.0
2020-02-07,MELI,SELL,,4,,STOP_LOSS,2020-02-05,704.8716052971359,686.6545532226562,2819.4864211885438,2746.618212890625,-72.86820829791895,-2.5844496980127905,2.0
2020-02-07,TSLA,BUY,50.145584985158514,70,3510.190948961096,NEW_CANDIDATE,,,,,,,,
2020-02-10,MRNA,BUY,23.261891252663283,150,3489.283687899492,NEW_CANDIDATE,,,,,,,,
2020-02-10,TTD,BUY,29.688181905704198,120,3562.5818286845038,NEW_CANDIDATE,,,,,,,,
2020-02-11,ZS,SELL,,59,,TAKE_PROFIT,2020-02-06,58.64893972432923,61.17545580182757,3460.287443735425,3609.3518923078263,149.0644485724015,4.307863175999174,5.0
2020-02-11,MRNA,SELL,,150,,STOP_LOSS,2020-02-10,23.261891252663283,21.386942999703543,3489.283687899492,3208.0414499555313,-281.24223794396084,-8.06017117264734,1.0
2020-02-12,PCG,SELL,,204,,STOP_LOSS,2020-02-04,17.022843030332318,15.896328708103725,3472.659978187793,3242.85105645316,-229.80892173463326,-6.617662632624315,8.0
2020-02-12,TTD,SELL,,120,,TAKE_PROFIT,2020-02-10,29.688181905704198,30.765907832554408,3562.5818286845038,3691.9089399065288,129.327111222025,3.6301513183706855,2.0
2020-02-12,GEN,BUY,18.299602342737458,192,3513.523649805592,NEW_CANDIDATE,,,,,,,,
2020-02-12,TMUS,BUY,91.42735988014992,38,3474.2396754456972,NEW_CANDIDATE,,,,,,,,
2020-02-13,PCG,BUY,16.60743036067897,209,3470.9529453819046,NEW_CANDIDATE,,,,,,,,
2020-02-13,TTD,BUY,30.894902588886637,114,3522.0188951330765,NEW_CANDIDATE,,,,,,,,
2020-02-14,TMUS,SELL,,38,,TAKE_PROFIT,2020-02-12,91.42735988014992,96.57770189557756,3474.2396754456972,3669.9526720319473,195.71299658625003,5.633261227469655,2.0
2020-02-18,TSLA,SELL,,70,,TAKE_PROFIT,2020-02-07,50.145584985158514,55.17541013445174,3510.190948961096,3862.2787094116215,352.08776045052537,10.030444655859307,11.0
2020-02-18,MELI,BUY,730.9278852991177,4,2923.711541196471,NEW_CANDIDATE,,,,,,,,
2020-02-19,TSLA,BUY,57.216470199057376,61,3490.2046821425,NEW_CANDIDATE,,,,,,,,
2020-02-20,TTD,SELL,,114,,TAKE_PROFIT,2020-02-13,30.894902588886637,32.11651981898716,3522.0188951330765,3661.2832593645358,139.26436423145924,3.9541061072642902,7.0
2020-02-21,DPZ,BUY,352.57487757544436,10,3525.7487757544436,NEW_CANDIDATE,,,,,,,,
2020-02-24,MELI,SELL,,4,,STOP_LOSS,2020-02-18,730.9278852991177,701.3405814034599,2923.711541196471,2805.3623256138394,-118.34921558263159,-4.047910127761767,6.0
2020-02-25,NEM,BUY,41.58629497646797,82,3410.0761880703735,NEW_CANDIDATE,,,,,,,,
2020-02-27,PCG,SELL,,209,,STOP_LOSS,2020-02-13,16.60743036067897,15.507074955531529,3470.9529453819046,3240.9786657060895,-229.97427967581507,-6.625681283919316,14.0
2020-02-28,TSLA,SELL,,61,,STOP_LOSS,2020-02-19,57.216470199057376,51.148894391741074,3490.2046821425,3120.0825578962053,-370.1221242462948,-10.604596519511036,9.0
2020-02-28,MRNA,BUY,25.780408503783146,133,3428.7943310031583,NEW_CANDIDATE,,,,,,,,
2020-03-02,APA,SELL,,124,,BEAR_STRONG_WEAK_EXIT,2020-01-10,27.680798921350647,22.16434834671021,3432.4190662474803,2748.379194992066,-684.0398712554143,-19.928798263064255,52.0
