regime,num_trades,winning_trades,losing_trades,win_rate,avg_return,avg_win,avg_loss,total_pnl,profit_factor,avg_hold_days
BULL_WEAK,177,67,110,37.85310734463277,3.5375888368855093,21.465140988722634,-7.381920201051648,56191.62374154977,1.5830915847069869,16.45762711864407
NEUTRAL_BEARISH,8,7,1,87.5,16.87624382856796,22.173852568632327,-20.207017351882595,13989.50615654466,7.6150978033430645,21.625
BEAR_WEAK,2,2,0,100.0,23.092119684991495,23.092119684991495,0.0,4585.0665038653515,4585.0665038653515,3.0
BULL_STRONG,2,0,2,0.0,-4.510400508005863,0.0,-4.510400508005863,-1115.1079891966565,0.0,5.0
NEUTRAL_BULLISH,25,9,16,36.0,-3.0801976362995713,12.62108130462496,-11.91216704056962,-8646.514913111296,0.5854380664942109,26.12
