date,regime,regime_changed,signals_generated,buy_orders,sell_orders,positions_open,portfolio_value,cash,exposure_pct
2023-08-14,BULL_WEAK,False,0,0,0,0,100000.0,100000.0,0.0
2023-08-15,BULL_WEAK,False,0,0,0,0,100000.0,100000.0,0.0
2023-08-16,BULL_WEAK,False,0,0,0,0,100000.0,100000.0,0.0
2023-08-17,BULL_WEAK,False,0,0,0,0,100000.0,100000.0,0.0
2023-08-18,BULL_WEAK,False,0,0,0,0,100000.0,100000.0,0.0
2023-08-21,BULL_WEAK,False,0,0,0,0,100000.0,100000.0,0.0
2023-08-22,BULL_WEAK,False,0,0,0,0,100000.0,100000.0,0.0
2023-08-23,BULL_WEAK,False,0,0,0,0,100000.0,100000.0,0.0
2023-08-24,BULL_WEAK,False,0,0,0,0,100000.0,100000.0,0.0
2023-08-25,BULL_WEAK,False,0,0,0,0,100000.0,100000.0,0.0
2023-08-28,BULL_WEAK,False,0,0,0,0,100000.0,100000.0,0.0
2023-08-29,BULL_WEAK,False,0,0,0,0,100000.0,100000.0,0.0
2023-08-30,BULL_WEAK,False,0,0,0,0,100000.0,100000.0,0.0
2023-08-31,BULL_WEAK,False,0,0,0,0,100000.0,100000.0,0.0
2023-09-01,BULL_WEAK,False,0,0,0,0,100000.0,100000.0,0.0
2023-09-05,BULL_WEAK,False,0,0,0,0,100000.0,100000.0,0.0
2023-09-06,BULL_WEAK,False,0,0,0,0,100000.0,100000.0,0.0
2023-09-07,BULL_WEAK,False,0,0,0,0,100000.0,100000.0,0.0
2023-09-08,BULL_WEAK,False,0,0,0,0,100000.0,100000.0,0.0
2023-09-11,BULL_WEAK,False,0,0,0,0,100000.0,100000.0,0.0
2023-09-12,BULL_WEAK,False,0,0,0,0,100000.0,100000.0,0.0
