Price,Close,High,Low,Open,Volume
Ticker,PSQ,PSQ,PSQ,PSQ,PSQ
Date,,,,,
2023-11-06,47.22466278076172,47.53564226222235,47.13580907932858,47.313513092772716,3894820
2023-11-07,46.78040313720703,47.269086618482945,46.6471242834854,47.09138260999478,4558220
2023-11-08,46.7359733581543,47.046956212147265,46.64712305096885,46.7359733581543,3845540
2023-11-09,47.135807037353516,47.224660734937416,46.558273255457145,46.735973871780956,6186640
2023-11-10,46.114009857177734,47.04695154781903,46.069581318567785,46.95809786002076,5497720
2023-11-13,46.29172134399414,46.51385053161297,46.114020705437014,46.29172134399414,3175540
2023-11-14,45.26992416381836,45.536478481925705,45.18107046483454,45.49205332714482,4932080
2023-11-15,45.225494384765625,45.447623525379555,45.00336524415169,45.047790394390134,4915720
2023-11-16,45.26992416381836,45.536478481925705,45.22549900903748,45.40319962816101,6614220
2023-11-17,45.225494384765625,45.447623525379555,45.136640694867026,45.31434468524252,4620040
2023-11-20,44.6923828125,45.26991993901919,44.64795766186508,45.26991993901919,2829960
2023-11-21,44.95893859863281,45.18106774860515,44.91451344652271,44.91451344652271,2843620
2023-11-22,44.87009048461914,44.95894079317632,44.47025731726784,44.781240176061964,5909140
2023-11-24,44.914520263671875,45.04779912965315,44.82566994596593,44.8700951048189,1562400
2023-11-27,44.95893859863281,45.09221744438496,44.73680944866047,44.95893859863281,4200060
2023-11-28,44.914520263671875,45.092224288506124,44.78124478711295,45.04779912965315,4233840
2023-11-29,44.95893859863281,44.95893859863281,44.42582999446793,44.55910884022008,3806480
2023-11-30,45.092220306396484,45.40319978032695,44.87009114232557,44.91451629725534,5073740
2023-12-01,44.914520263671875,45.403203789899294,44.8700951048189,45.2255031544874,6072780
2023-12-04,45.40320587158203,45.80303909843538,45.31435554980241,45.40320587158203,5080000
2023-12-05,45.26992416381836,45.625328791487476,45.13664531005366,45.625328791487476,5183640
2023-12-06,45.58090591430664,45.58090591430664,44.91451839102899,44.95894354802973,4903640
2023-12-07,44.87009048461914,45.35877396052762,44.825665330340556,45.22549849769186,5143520
2023-12-08,44.73680877685547,45.1810670701288,44.692383625412496,45.136641918685825,4669060
2023-12-11,44.336978912353516,44.825662355834325,44.336978912353516,44.78123720450367,3051900
2023-12-12,44.0260009765625,44.51468447445902,44.0260009765625,44.3814090056266,3435880
2023-12-13,43.448463439941406,44.02599720086318,43.404034898052,43.937146895928095,3862440
2023-12-14,43.537315368652344,43.89272338049178,43.226335900359345,43.35961136273263,5533600
2023-12-15,43.4040412902832,43.53732015673604,43.226340654242584,43.492894997725884,4364760
2023-12-18,43.04863357543945,43.35961305587585,43.00420841958027,43.31518790001667,2099980
2023-12-19,42.87092590332031,43.093055053078444,42.87092590332031,43.093055053078444,3664060
2023-12-20,43.55070114135742,43.55070114135742,42.73497727101558,42.96156781124897,4343020
