Price,Close,High,Low,Open,Volume
Ticker,SH,SH,SH,SH,SH
Date,,,,,
2023-11-06,51.490997314453125,51.74305004523153,51.41898028625307,51.52700582855316,4948125
2023-11-07,51.34696578979492,51.63502702961182,51.27494876286027,51.52700492317069,4532450
2023-11-08,51.31095886230469,51.59902011102531,51.238941833144054,51.31095886230469,4678800
2023-11-09,51.743045806884766,51.81506282918581,51.20293187546943,51.20293187546943,6458075
2023-11-10,50.95087814331055,51.70703974346388,50.91487306441623,51.52700404710992,5198725
2023-11-13,51.02290344238281,51.238947686623455,50.878872801568605,51.13092556450314,4346825
2023-11-14,50.050689697265625,50.374759469460294,49.90665906895256,50.33875095389177,8246325
2023-11-15,49.97867202758789,50.08669413153027,49.76262438574236,49.90665500231913,5183000
2023-11-16,49.90665817260742,50.15871434309904,49.90665817260742,50.014683717372826,5385350
2023-11-17,49.87065124511719,50.050686945138146,49.83464273152865,49.9426648383334,3328125
2023-11-20,49.51057434082031,49.94266621390125,49.40255223104032,49.90665769932093,2989300
2023-11-21,49.618595123291016,49.79863425741556,49.618595123291016,49.690612150525176,3130275
2023-11-22,49.51057434082031,49.61859645060031,49.330535201879684,49.474565826239996,5985625
2023-11-24,49.47456359863281,49.546580624550856,49.43855508567379,49.510572111591834,1941275
2023-11-27,49.54658508300781,49.618598681445214,49.47456805060931,49.54658508300781,4156225
2023-11-28,49.54658508300781,49.72662423004297,49.402554452171906,49.618598681445214,3368150
2023-11-29,49.58259201049805,49.65460560662801,49.186505212919755,49.33053583914068,3989200
2023-11-30,49.402549743652344,49.7626245694431,49.36654123088503,49.51057184799349,5844000
2023-12-01,49.18650436401367,49.58259115475594,49.07848225470257,49.54658264033193,4750050
2023-12-04,49.402549743652344,49.69061097786926,49.402549743652344,49.51057184799349,4450500
2023-12-05,49.47456359863281,49.65460272946712,49.330532980757525,49.6185942165081,4770375
2023-12-06,49.690608978271484,49.72661748958978,49.22250863301561,49.22250863301561,4675425
2023-12-07,49.29452133178711,49.5465774725042,49.22250774441121,49.47456045116772,3966125
2023-12-08,49.1144905090332,49.43855683525035,49.04247348056655,49.40255175497796,4935800
2023-12-11,48.934444427490234,49.22250563255592,48.898435918366914,49.1864971234326,5841975
2023-12-12,48.71841049194336,49.11449733564168,48.71841049194336,48.97046669264994,3135875
2023-12-13,48.07027053833008,48.75441518029368,48.03426202192117,48.68240158143699,4499700
2023-12-14,47.926231384277344,48.250297672447736,47.746192268209,47.89022287427157,8045400
2023-12-15,47.99824523925781,48.14227584612737,47.89022314259577,48.034253749465336,5621825
2023-12-18,47.74620056152344,47.89023119260352,47.67418352900283,47.89023119260352,2799075
2023-12-19,47.5301513671875,47.74619902383025,47.494142852086874,47.74619902383025,4825175
2023-12-20,48.21208190917969,48.248745929555945,47.40549443974252,47.58880754867696,4743900
2023-12-21,47.73546600341797,48.175423780385934,47.73546600341797,47.91877912146609,8480075
2023-12-22,47.69880294799805,47.8821195662353,47.51548632976079,47.662138925055864,4462200
2023-12-26,47.51548385620117,47.662136443861804,47.40549528957407,47.625472422828274,2364875
2023-12-27,47.405494689941406,47.58880779984335,47.405494689941406,47.515483255177266,3256600
2023-12-28,47.44215393066406,47.47881795024202,47.332165368403544,47.44215393066406,4640825
2023-12-29,47.62546920776367,47.80878580408264,47.442152611444705,47.47881663000315,3616850
2024-01-02,47.91877365112305,48.10209024471759,47.77212107554205,47.91877365112305,4896125
2024-01-03,48.2854118347168,48.35873638185806,48.028770675012034,48.102095222153295,4835650
2024-01-04,48.46873092651367,48.50539145372275,48.06543365895012,48.39540287914803,4659850
2024-01-05,48.432064056396484,48.578716646035005,48.138758877119436,48.468728077924496,5960725
2024-01-08,47.73546600341797,48.39540092063312,47.73546600341797,48.39540092063312,3625475
2024-01-09,47.845458984375,48.10210017048078,47.73547040411165,47.992111590217434,3747500
2024-01-10,47.552154541015625,47.845459757439585,47.47882648867264,47.8087957312681,3982825
2024-01-11,47.62546920776367,48.02876641896005,47.442152611444705,47.51548064856159,7518150
2024-01-12,47.62546920776367,47.77212178552419,47.40549208935952,47.51548064856159,5178750
2024-01-16,47.80879592895508,47.99211256409656,47.6254792938136,47.77213190263198,6036950
2024-01-17,48.0654296875,48.32207433560051,48.028769163320035,48.102093708153426,6362050
2024-01-18,47.662139892578125,48.102097687394306,47.62547586889168,47.918781065435795,8152700
2024-01-19,47.11219024658203,47.66213657773574,47.11219024658203,47.5521480107997,6075475
2024-01-22,47.002201080322266,47.112193150511565,46.85554848321025,46.96554055339955,6037600
2024-01-23,46.8922119140625,47.11219255518764,46.85554789112937,46.96553995992877,3055300
2024-01-24,46.85554885864258,46.892212882332785,46.52557963837822,46.672232236665295,4559525
2024-01-25,46.63556671142578,46.89220785680501,46.59890269166493,46.67222723471327,5470325
2024-01-26,46.70888900756836,46.81888106155981,46.525572414055816,46.70888900756836,4212700
2024-01-29,46.34226608276367,46.745559850191654,46.34226608276367,46.67223180349181,5277225
2024-01-30,46.41558837890625,46.48891642204506,46.34226383224099,46.41558837890625,3076050
2024-01-31,47.14885330200195,47.18551732510644,46.59890694132939,46.59890694132939,7843175
2024-02-01,46.59890365600586,47.11218945385987,46.59890365600586,47.00219739230108,8570800
2024-02-02,46.122276306152344,46.59889802590106,45.93895972217622,46.56223400981123,7544400
2024-02-05,46.2689323425293,46.52557348145083,46.12227976364938,46.15894378248768,4649850
2024-02-06,46.1589469909668,46.3789241263405,46.122282969580006,46.19561101235359,5521875
2024-02-07,45.79231262207031,46.04895726887046,45.75564860160266,45.97562922793515,6699425
2024-02-08,45.79231262207031,45.902304683473275,45.79231262207031,45.82897664253797,3764550
2024-02-09,45.535675048828125,45.82898024266328,45.535675048828125,45.755652195967635,3268275
2024-02-12,45.6089973449707,45.68232538804234,45.35235618716705,45.57233681990842,3586175
2024-02-13,46.23227310180664,46.56224231250716,46.04895998161626,46.195612575652746,7433175
2024-02-14,45.8289794921875,46.232273252988236,45.79231546944007,45.975632086703556,8790200
2024-02-15,45.57233428955078,45.86563945260478,45.535670270050694,45.79231141360461,4248125
2024-02-16,45.79231262207031,45.86564066300562,45.49900745127594,45.608996016205474,7033825
2024-02-20,46.08562088012695,46.26893749827212,45.902307758455464,46.012296330753095,5468075
2024-02-21,46.012290954589844,46.3789206515688,46.012290954589844,46.19560755131595,5009650
2024-02-22,45.09571075439453,45.53566848169677,45.02238271827422,45.42567992398951,5995575
2024-02-23,45.09571075439453,45.169035294041635,44.87573014250681,44.98572219668728,5923450
2024-02-26,45.27902603149414,45.27902603149414,45.02238140900956,45.05904542600352,3919575
2024-02-27,45.169036865234375,45.389017484774065,45.169036865234375,45.20570088456988,2948150
2024-02-28,45.242366790771484,45.38901937775642,45.20570276990688,45.315691336027214,3489100
2024-02-29,45.13237380981445,45.38901493781516,44.985721237175035,45.13237380981445,4208300
2024-03-01,44.692413330078125,45.13237455170162,44.692413330078125,45.0957105338208,4264850
2024-03-04,44.802406311035156,44.802406311035156,44.619089714309965,44.802406311035156,2361875
2024-03-05,45.242366790771484,45.46234392301215,44.94906161680161,44.94906161680161,4663550
2024-03-06,44.9857292175293,45.169042343493004,44.83907312240032,44.91240116996481,6971475
2024-03-07,44.58243179321289,44.83907296584503,44.50910724237817,44.76574841501031,3990800
2024-03-08,44.875732421875,44.94906046171985,44.32578610893214,44.582427255442354,8403725
2024-03-11,44.94906234741211,45.20570350468888,44.912398325951564,45.022386893859675,5203825
2024-03-12,44.472442626953125,45.022388988553786,44.3991145806204,44.76574781933664,5607750
2024-03-13,44.5457649230957,44.69241751186782,44.43577635563499,44.4724403769464,3410450
2024-03-14,44.692413330078125,44.949057958770695,44.47243621573957,44.47243621573957,8635875
2024-03-15,44.9857292175293,45.13238181618451,44.83907312240032,44.94906519374705,6524525
2024-03-18,44.72908020019531,44.765744220414085,44.509103071829486,44.6190916360124,4165300
2024-03-19,44.472442626953125,44.912400415528396,44.472442626953125,44.83907236919567,4527875
